,UMAP_1,UMAP_2
cell_01552,-2.4463074,6.440336
cell_01553,-0.872253,7.4467287
cell_01554,-3.5208268,5.5291643
cell_01555,8.658555,-2.2420092
cell_01556,9.693272,-1.8717449
cell_01557,4.127408,2.4178145
cell_01558,6.819953,-2.6975832
cell_01559,9.247698,-4.246268
cell_01560,9.92299,-3.2411263
cell_01561,7.6158247,-0.4803372
cell_01562,9.492249,-4.7097006
cell_01563,9.563184,-2.1464343
cell_01564,9.20532,-4.7941175
cell_01565,2.8377416,4.302012
cell_01566,-5.479141,2.2626758
cell_01567,-6.5883007,1.0902804
cell_01568,3.5925128,3.7159653
cell_01569,3.8024745,2.38019
cell_01570,0.49722418,5.862129
cell_01571,6.5972047,0.014915962
cell_01572,6.2551064,0.7947778
cell_01573,10.197427,-1.7750834
cell_01574,-5.4800467,3.9931343
cell_01575,-5.015276,5.528378
cell_01576,8.15277,-4.174804
cell_01577,9.516468,-4.010852
cell_01578,8.803447,-4.1116614
cell_01579,9.8858185,-4.211091
cell_01580,9.065556,-5.320976
cell_01581,-3.2549536,7.397292
cell_01582,0.69814026,6.7284813
cell_01583,-3.371277,5.524704
cell_01584,6.6351595,0.022187272
cell_01585,9.676717,-5.179218
cell_01586,-2.3020866,7.495938
cell_01587,5.2022285,-0.2206576
cell_01588,-3.6866925,7.008746
cell_01589,-5.3179235,5.065906
cell_01590,-3.6440754,4.7333727
cell_01591,-5.106136,2.1476464
cell_01592,8.495186,-5.423182
cell_01593,0.76743513,7.0817657
cell_01594,8.765813,-4.3584275
cell_01595,9.105078,-1.8846846
cell_01596,-4.035057,4.5654864
cell_01597,-5.0013757,5.097058
cell_01598,8.00001,-3.5468824
cell_01599,-3.949964,6.5421176
cell_01600,9.80008,-2.2851288
cell_01601,-3.9651713,3.64356
cell_01602,6.581922,-3.903277
cell_01603,7.6035666,-5.312154
cell_01604,-4.1076946,5.791219
cell_01605,-3.8949637,6.777006
cell_01606,8.97042,-5.769336
cell_01607,-3.5845418,5.832141
cell_01608,1.4656734,5.3412156
cell_01609,2.5770605,5.525777
cell_01610,-4.138642,5.515827
cell_01611,8.159898,-3.316805
cell_01612,8.827731,-1.2694318
cell_01613,-0.26856112,6.6873827
cell_01614,8.8432255,-4.375043
cell_01615,-3.5895438,4.435868
cell_01616,-5.994925,1.0494391
cell_01617,5.089947,-0.55539215
cell_01618,8.186191,-5.7823334
cell_01619,-6.4741845,2.422291
cell_01620,-5.265245,5.3178616
cell_01621,4.2176766,1.0627964
cell_01622,9.511824,-3.3528328
cell_01623,-4.499839,2.6534073
cell_01624,1.0645388,6.6651187
cell_01625,8.446196,-3.4384031
cell_01626,-0.22061941,6.258697
cell_01627,-4.173679,5.277477
cell_01628,-3.6980052,4.3864293
cell_01629,1.9507141,6.088657
cell_01630,3.8845649,3.4269588
cell_01631,8.952141,-5.2449307
cell_01632,6.4512362,-3.1897483
cell_01633,8.751858,-3.244788
cell_01634,7.5170317,-4.0880647
cell_01635,1.068647,5.9608045
cell_01636,1.062739,6.3146515
cell_01637,8.780176,-4.795261
cell_01638,-4.5373917,6.075213
cell_01639,6.8785405,-4.5842094
cell_01640,6.6631827,-3.5456915
cell_01641,-6.1028647,3.06636
cell_01642,3.930889,3.8043158
cell_01643,-3.0877118,4.841985
cell_01644,-3.4418495,5.0477815
cell_01645,2.3099725,4.0131063
cell_01646,-2.5337195,5.8415623
cell_01647,9.528251,-3.5628464
cell_01648,7.9224405,-6.0915937
cell_01649,8.375346,-5.0295672
cell_01650,-4.2320657,5.5436287
cell_01651,-3.3775878,6.082626
cell_01652,-3.5171773,5.70954
cell_01653,-4.894942,3.824032
cell_01654,7.398765,-4.0568995
cell_01655,0.92170924,6.6503043
cell_01656,-4.7037544,6.1459126
cell_01657,8.074184,-5.439372
cell_01658,1.7081959,6.7874947
cell_01659,-5.2436037,2.2161548
cell_01660,-4.281501,4.0561414
cell_01661,5.8898726,-2.1855242
cell_01662,8.814485,-3.1430488
cell_01663,-4.7170434,5.6243014
cell_01664,9.413604,-3.8181314
cell_01665,10.336134,-2.496023
cell_01666,7.4227324,-4.4921007
cell_01667,-4.5437536,5.450553
cell_01668,-5.4146924,1.6647236
cell_01669,8.366214,-5.09749
cell_01670,-3.2974823,6.4622817
cell_01671,5.9235115,-1.7545112
cell_01672,6.855878,-4.516464
cell_01673,-5.889505,4.3235893
cell_01674,6.394338,-4.8242435
cell_01675,9.761952,-3.2740767
cell_01676,8.859376,-5.407851
cell_01677,2.2625365,5.338526
cell_01678,8.335537,-2.759208
cell_01679,4.519819,0.8601156
cell_01680,7.263222,-3.2577717
cell_01681,8.468675,-5.6112394
cell_01682,10.188206,-0.8776864
cell_01683,-2.6390119,5.645311
cell_01684,-5.0939193,3.279514
cell_01685,-3.582789,6.070106
cell_01686,4.821153,1.4319335
cell_01687,3.7655113,1.7186666
cell_01688,7.453968,-0.4015518
cell_01689,0.9840065,7.1053452
cell_01690,10.379947,-2.9987352
cell_01691,7.0963974,-4.177082
cell_01692,-3.923937,5.964441
cell_01693,6.2277045,-4.4737644
cell_01694,7.6415706,-2.4922392
cell_01695,4.8938627,1.7547858
cell_01696,-5.064163,4.5547247
cell_01697,8.844823,-5.4312863
cell_01698,9.333985,-3.175639
cell_01699,6.8444195,-4.6007905
cell_01700,8.464239,-4.1006308
cell_01701,8.976384,-4.606739
cell_01702,-1.4404037,6.99547
cell_01703,8.362852,-0.9177685
cell_01704,3.294213,3.6867962
cell_01705,7.2266397,-3.8314862
cell_01706,-5.784924,3.0056143
cell_01707,1.1183472,5.8679457
cell_01708,10.634776,-2.1629672
cell_01709,-3.6248398,5.701002
cell_01710,9.109877,-4.660161
cell_01711,-0.14133401,7.112716
cell_01712,7.678919,-5.867237
cell_01713,9.54302,-2.2386625
cell_01714,-2.6215804,6.0415044
cell_01715,9.269147,-5.4925857
cell_01716,-2.5891685,7.076681
cell_01717,5.76692,-0.94224465
cell_01718,6.66501,-3.1223269
cell_01719,7.1868815,-4.394031
cell_01720,-6.101106,0.73470134
cell_01721,-4.7185555,4.9861436
cell_01722,7.915763,-3.6781802
cell_01723,5.261652,-0.118428074
cell_01724,3.0177424,2.7448359
cell_01725,-5.1784716,2.5765169
cell_01726,-2.3618274,7.4004035
cell_01727,8.0346155,-6.159925
cell_01728,-6.505853,1.0815003
cell_01729,1.1451808,6.7562747
cell_01730,8.620066,-3.7654676
cell_01731,-5.4467154,1.7775174
cell_01732,7.0599747,-3.081717
cell_01733,-3.709962,6.776637
cell_01734,7.182173,-5.4216805
cell_01735,7.0047803,-3.7426717
cell_01736,8.503055,-5.3780236
cell_01737,-4.488053,4.246355
cell_01738,5.3882437,1.0200523
cell_01739,6.5741277,-4.0870705
cell_01740,-3.034366,5.042341
cell_01741,-4.737256,5.489481
cell_01742,-6.8616266,1.3249656
cell_01743,7.9408836,-6.0245113
cell_01744,8.395423,-1.8415029
cell_01745,7.6548877,-0.80072033
cell_01746,8.711552,-4.5515594
cell_01747,5.419909,0.22344038
cell_01748,2.895004,3.2088375
cell_01749,2.6556513,4.7001
cell_01750,6.417317,-2.315482
cell_01751,-3.8530903,5.0420823
cell_01752,6.850692,-5.7723656
cell_01753,9.116075,-4.19884
cell_01754,-1.7569705,7.1370378
cell_01755,4.8193774,-0.15925372
cell_01756,-4.3936467,4.0563607
cell_01757,8.641787,-5.3940935
cell_01758,8.856108,-4.9024873
cell_01759,10.68201,-2.2974958
cell_01760,-2.4310439,7.4972205
cell_01761,-5.0520225,4.730377
cell_01762,-4.3570127,4.8130054
cell_01763,-5.378258,3.2967794
cell_01764,-5.0479293,3.2208931
cell_01765,-5.822239,2.2661064
cell_01766,10.127103,-1.2644709
cell_01767,-5.2718587,3.3872495
cell_01768,-4.9741144,4.7759976
cell_01769,10.519343,-2.0758402
cell_01770,6.1199746,-0.51602536
cell_01771,8.182539,-3.9517837
cell_01772,8.067236,-0.6180169
cell_01773,10.266633,-1.0798496
cell_01774,7.981643,-1.9541552
cell_01775,4.506601,1.763206
cell_01776,8.263829,-4.017826
cell_01777,2.0127792,4.8668118
cell_01778,-1.7027768,7.3060293
cell_01779,2.7364743,3.6706924
cell_01780,-4.8042126,4.7554464
cell_01781,8.56044,-5.049288
cell_01782,-2.907844,5.1904182
cell_01783,-4.7463846,3.6468005
cell_01784,-4.187588,6.051038
cell_01785,9.188488,-3.4694233
cell_01786,-2.5483608,6.622681
cell_01787,6.291929,-3.0935433
cell_01788,7.838423,-5.7801633
cell_01789,-5.7126994,3.1667652
cell_01790,9.501106,-1.8610015
cell_01791,-3.6334658,6.527812
cell_01792,-3.265488,5.091286
cell_01793,9.575227,-0.7658071
cell_01794,9.278532,-5.158024
cell_01795,-2.117881,6.177297
cell_01796,4.9306064,-0.3152219
cell_01797,-2.7000217,6.933212
cell_01798,5.18644,0.77861875
cell_01799,8.8646755,-0.63697636
cell_01800,8.133857,-0.2809806
cell_01801,7.1163716,-0.25938594
cell_01802,-4.3781543,3.3795068
cell_01803,6.870879,-2.3450184
cell_01804,6.721488,-2.5845819
cell_01805,9.223235,-0.5700243
cell_01806,-5.6763744,2.3241594
cell_01807,3.2856941,4.646123
cell_01808,0.9697582,5.4876313
cell_01809,-5.0472918,3.157431
cell_01810,-3.4338686,5.146154
cell_01811,2.5588949,5.141967
cell_01812,7.787279,-3.3603141
cell_01813,-3.639437,6.4865704
cell_01814,7.072199,-3.7291665
cell_01815,5.956203,0.9774123
cell_01816,10.342984,-1.429368
cell_01817,3.0906594,3.7824452
cell_01818,4.19475,1.8729017
cell_01819,6.618671,-1.8000488
cell_01820,8.925812,-5.2745953
cell_01821,4.8002687,2.636432
cell_01822,4.422553,1.4239084
cell_01823,8.261377,-0.62698287
cell_01824,7.965247,-4.9924164
cell_01825,-5.9049063,2.7951233
cell_01826,4.6624966,2.2850568
cell_01827,3.9814222,3.4734921
cell_01828,7.552499,-5.5594764
cell_01829,3.7289982,3.0573123
cell_01830,3.7331178,3.7781935
cell_01831,9.84467,-3.6376643
cell_01832,3.4474583,4.0663724
cell_01833,-5.2005672,4.722392
cell_01834,-4.590984,5.2024007
cell_01835,-4.3241253,3.3660178
cell_01836,-5.734018,0.77604526
cell_01837,2.2606757,5.454346
cell_01838,9.123119,-3.7564793
cell_01839,8.515596,-5.6346087
cell_01840,-6.027835,1.4977806
cell_01841,5.6340537,-2.164066
cell_01842,-4.3688374,4.548735
cell_01843,8.358892,-3.6539266
cell_01844,-5.25692,5.7492013
cell_01845,6.6240544,-2.0834818
cell_01846,-3.0367353,7.391179
cell_01847,6.9110947,-1.4092143
cell_01848,0.8354441,5.5400906
cell_01849,7.729537,-3.9657354
cell_01850,-3.850229,5.5401998
cell_01851,8.78782,-3.430395
cell_01852,4.195171,2.212724
cell_01853,6.7508984,-3.43384
cell_01854,7.079726,-4.915627
cell_01855,10.766562,-2.093039
cell_01856,-3.9043036,5.572005
cell_01857,-3.387506,6.626354
cell_01858,-3.8165908,5.2344694
cell_01859,-4.3235965,5.786466
cell_01860,4.8586593,-0.35518476
cell_01861,6.457766,-4.607309
cell_01862,7.050115,-5.64991
cell_01863,4.6347895,1.1818217
cell_01864,6.2795196,-1.8556641
cell_01865,10.592923,-2.0494926
cell_01866,8.690694,-5.155161
cell_01867,-5.106024,5.0045485
cell_01868,5.273453,0.6851438
cell_01869,8.994971,-5.4038086
cell_01870,-3.1608639,6.7497296
cell_01871,3.05015,5.100251
cell_01872,10.250645,-3.1499717
cell_01873,10.302176,-1.7326491
cell_01874,8.373022,-5.2857127
cell_01875,6.7367196,-4.867434
cell_01876,-3.6161802,5.2962637
cell_01877,-3.3899567,7.1334095
cell_01878,4.581134,0.56360644
cell_01879,5.755349,-0.49214217
cell_01880,4.1926966,1.8623968
cell_01881,7.7885246,-2.4946885
cell_01882,1.7288766,6.040803
cell_01883,8.621058,-5.350207
cell_01884,-2.889771,7.3123536
cell_01885,-2.109606,6.531968
cell_01886,-4.362137,3.8591611
cell_01887,-4.4085007,4.898592
cell_01888,9.212268,-5.4384933
cell_01889,3.3800201,5.0403314
cell_01890,-4.9855347,5.664499
cell_01891,9.742074,-3.4024584
cell_01892,4.935546,0.21599269
cell_01893,-6.453505,1.0609896
cell_01894,-3.346918,7.095661
cell_01895,-4.4894047,4.793074
cell_01896,9.137366,-0.59759414
cell_01897,-4.207169,6.464876
cell_01898,-6.5344524,2.195442
cell_01899,-6.174461,1.7978524
cell_01900,5.909506,-0.2012049
cell_01901,-6.6845145,1.488428
cell_01902,9.213129,-3.4287493
cell_01903,-4.580662,5.784477
cell_01904,5.0286508,-0.9099579
cell_01905,3.0589314,4.6731734
cell_01906,3.1364253,4.7913704
cell_01907,-4.4286966,2.8863757
cell_01908,7.9033294,-3.8004887
cell_01909,10.316145,-2.76613
cell_01910,-6.119433,1.0016129
cell_01911,-4.9196224,6.1125193
cell_01912,7.5886407,-3.7201505
cell_01913,5.2966547,0.78161716
cell_01914,-5.413256,3.8596003
cell_01915,-4.8998156,5.325066
cell_01916,8.2455635,-0.45543978
cell_01917,6.2998796,-4.6523256
cell_01918,5.8185096,-1.1271658
cell_01919,7.833251,-3.4335392
cell_01920,4.211083,2.3582168
cell_01921,-3.028437,6.512606
cell_01922,2.9182763,3.5263567
cell_01923,-0.31416962,6.8987813
cell_01924,-3.8012674,5.0779066
cell_01925,-6.07551,1.5854516
cell_01926,-1.2374752,7.3606324
cell_01927,7.9815283,-2.6412199
cell_01928,-6.5676565,1.1536525
cell_01929,1.6753628,4.997121
cell_01930,6.528157,-1.8259513
cell_01931,6.7197046,-0.8670654
cell_01932,6.671014,-5.1482253
cell_01933,7.5190544,-3.9747117
cell_01934,8.970937,-2.3273525
cell_01935,-5.6863303,2.9619632
cell_01936,2.7883177,3.4758952
cell_01937,6.5756207,-0.34022394
cell_01938,-3.6541412,5.6404576
cell_01939,-5.556335,1.8173183
cell_01940,-4.7266865,6.0797405
cell_01941,3.2430286,4.1954603
cell_01942,0.91136247,5.348907
cell_01943,-4.2821746,5.358627
cell_01944,7.064008,-3.6304579
cell_01945,9.725912,-1.2898633
cell_01946,-4.8792953,4.8619328
cell_01947,9.216719,-4.9658875
cell_01948,-6.0635543,0.992473
cell_01949,8.075834,-5.244285
cell_01950,10.33482,-1.1595529
cell_01951,-5.827038,0.9171423
cell_01952,8.7661495,-2.607813
cell_01953,9.714752,-4.317693
cell_01954,6.590244,-4.638127
cell_01955,8.577929,-4.068931
cell_01956,4.5081925,0.6028968
cell_01957,-6.0301976,4.0692587
cell_01958,6.5253096,-4.729723
cell_01959,7.1861157,-1.4621475
cell_01960,6.032746,-2.7623103
cell_01961,1.5736532,5.831643
cell_01962,5.64096,-0.6130344
cell_01963,-4.22063,3.7172275
cell_01964,7.618008,-3.7294152
cell_01965,-4.860386,2.738553
cell_01966,10.207607,-2.3668857
cell_01967,7.804878,-5.487059
cell_01968,2.3791935,4.3378754
cell_01969,4.877164,2.2797382
cell_01970,-2.4569087,6.2866354
cell_01971,7.8349085,-5.8249187
cell_01972,8.779801,-3.4707446
cell_01973,0.043453127,6.481537
cell_01974,-4.7907805,3.9798734
cell_01975,-3.0247827,5.049798
cell_01976,3.7995982,3.5622172
cell_01977,6.7114224,-4.9940205
cell_01978,7.91562,-2.816734
cell_01979,-4.6481824,5.4199476
cell_01980,9.162735,-2.806388
cell_01981,0.018076789,6.5231695
cell_01982,9.830703,-2.3321123
cell_01983,-4.1434946,6.096047
cell_01984,6.164756,-1.260636
cell_01985,10.752063,-2.0426884
cell_01986,-3.6023169,5.009804
cell_01987,8.742752,-1.4010805
cell_01988,10.097808,-2.3862827
cell_01989,-3.867718,4.561165
cell_01990,-4.78495,2.5978293
cell_01991,8.01174,-1.6391133
cell_01992,-1.7624451,6.637263
cell_01993,-5.289615,2.8528128
cell_01994,3.9159918,3.8477604
cell_01995,6.7614274,-3.8365362
cell_01996,-3.5531135,5.973107
cell_01997,-2.0470564,6.946839
cell_01998,9.56518,-4.587449
cell_01999,4.620199,1.0350484
cell_02000,9.89217,-1.1046009
cell_02001,2.878651,4.8633
cell_02002,9.571858,-1.3539213
cell_02003,6.2854705,-3.2307527
cell_02004,-5.15785,2.8873212
cell_02005,9.995101,-3.6260562
cell_02006,3.6415398,2.6747577
cell_02007,-5.2616315,4.0518274
cell_02008,-4.236979,3.7718105
cell_02009,6.254453,-3.3824272
cell_02010,-5.7233343,1.4991971
cell_02011,-2.9036908,5.610682
cell_02012,-5.3875613,3.7479396
cell_02013,1.7345357,5.0632124
cell_02014,1.5294913,6.4675784
cell_02015,4.991773,1.9851515
cell_02016,-3.3837802,7.05686
cell_02017,-6.251737,1.5164733
cell_02018,6.5403266,-1.612554
cell_02019,-0.55636656,7.4642816
cell_02020,8.372543,-0.9251097
cell_02021,-5.989474,3.3379872
cell_02022,-6.3177605,0.9213427
cell_02023,-4.1775103,6.1981306
cell_02024,3.6511374,4.1089845
cell_02025,0.39462176,6.7369394
cell_02026,9.921927,-1.4636526
cell_02027,0.20979612,6.5879707
cell_02028,5.7296243,1.105411
cell_02029,6.204109,-1.8477042
cell_02030,-5.747795,1.6344506
cell_02031,4.4125924,1.2164365
cell_02032,-1.4352345,6.8095374
cell_02033,1.1258125,6.313512
cell_02034,-4.3532,4.7950125
cell_02035,8.193662,-4.6270165
cell_02036,9.495969,-1.7666049
cell_02037,-6.060523,1.2428901
cell_02038,5.466249,-1.3660654
cell_02039,8.635251,-4.540454
cell_02040,-4.0102377,6.4821234
cell_02041,8.660228,-3.017761
cell_02042,6.539929,-2.1458225
cell_02043,8.824941,-2.9246259
cell_02044,8.511623,-5.1323767
cell_02045,-5.672973,2.1250982
cell_02046,2.0531223,4.694918
cell_02047,4.66618,1.0928717
cell_02048,-4.3338103,4.3353133
cell_02049,-2.0946167,7.6538057
cell_02050,8.539989,-5.3484907
cell_02051,-6.469666,1.0807953
cell_02052,2.7368138,4.054308
cell_02053,8.127192,-5.2964725
cell_02054,-1.9427991,6.360548
cell_02055,4.0935946,3.7598786
cell_02056,8.911235,-3.8910954
cell_02057,2.7188659,3.5128434
cell_02058,-4.3873773,2.99075
cell_02059,-6.1091146,2.9599054
cell_02060,10.550468,-1.5018098
cell_02061,-3.954453,5.4663095
cell_02062,3.3603683,2.3008492
cell_02063,-5.552513,3.6328847
cell_02064,2.6249762,5.7611327
cell_02065,8.410707,-4.564707
cell_02066,4.0649548,2.2940853
cell_02067,9.775364,-1.1931691
cell_02068,-2.9662714,4.890338
cell_02069,3.8739824,2.5866797
cell_02070,9.7832155,-1.2388186
cell_02071,2.0625992,4.6406918
cell_02072,-3.6899307,6.7856574
cell_02073,9.220794,-4.563899
cell_02074,-0.19335869,6.857226
cell_02075,5.6280947,1.5404639
cell_02076,10.900237,-2.1248603
cell_02077,-4.3121343,3.9946797
cell_02078,-2.5124476,6.137252
cell_02079,-6.0173135,1.5213273
cell_02080,0.1955203,6.8092976
cell_02081,-3.6802404,4.786
cell_02082,8.055645,-3.4910383
cell_02083,-3.9875534,4.9676714
cell_02084,9.324048,-1.4068881
cell_02085,-3.1888344,5.809128
cell_02086,-0.7622118,6.823619
cell_02087,-1.2916371,6.908787
cell_02088,8.899619,-1.0673534
cell_02089,2.5567222,3.8176098
cell_02090,-0.56753033,6.827561
cell_02091,8.530478,-6.1251
cell_02092,6.4135985,-1.3414218
cell_02093,-3.6821673,4.9361157
cell_02094,7.392447,-5.0012045
cell_02095,-1.5629686,6.9453764
cell_02096,-5.465534,1.523384
cell_02097,3.642496,2.790584
cell_02098,-5.163512,4.9769287
cell_02099,-3.592515,6.1783204
cell_02100,8.3219185,-2.8372934
cell_02101,-3.774429,3.6820343
cell_02102,9.435095,-3.8864813
cell_02103,8.483228,-3.9649954
cell_02104,6.4785457,-1.4684807
cell_02105,8.077321,-3.3068986
cell_02106,5.9540195,-2.9132013
cell_02107,9.924796,-3.3752286
cell_02108,-1.756727,7.1110573
cell_02109,-5.275746,3.9897754
cell_02110,4.1628466,1.2472595
cell_02111,3.8848193,1.7000153
cell_02112,-4.622278,4.3483562
cell_02113,5.905625,-1.2823523
cell_02114,-6.4953156,1.6412246
cell_02115,9.243054,-3.3195689
cell_02116,-3.044395,6.0212226
cell_02117,-6.5866523,1.4056457
cell_02118,-5.3436427,4.0716124
cell_02119,-4.935981,6.3137946
cell_02120,-2.877647,5.2117534
cell_02121,-6.1732507,2.2110791
cell_02122,-3.518922,5.8186336
cell_02123,-4.0527954,5.5331006
cell_02124,0.19968326,6.883937
cell_02125,-0.5181396,6.471698
cell_02126,-1.895182,6.5507107
cell_02127,-3.1336071,6.931519
cell_02128,-5.527644,3.0953586
cell_02129,-5.526564,1.4194603
cell_02130,-3.1709213,5.3981943
cell_02131,7.293998,-4.0589166
cell_02132,9.659581,-1.8368796
cell_02133,9.388357,-2.276949
cell_02134,3.5451791,2.3443096
cell_02135,4.95326,0.0588057
cell_02136,-2.4939225,6.291501
cell_02137,7.755808,-5.461701
cell_02138,9.342503,-3.3446712
cell_02139,7.8040543,-4.9649954
cell_02140,9.398919,-5.078283
cell_02141,2.4001884,5.574834
cell_02142,8.527353,-2.655964
cell_02143,9.662691,-0.65256083
cell_02144,-3.167945,6.856474
cell_02145,11.128492,-1.5144521
cell_02146,-4.770913,3.0218303
cell_02147,6.4790077,-4.950604
cell_02148,9.143361,-3.977575
cell_02149,-6.019439,4.0267076
cell_02150,6.888531,-4.32612
cell_02151,-5.9729104,2.1124911
cell_02152,8.0416975,-5.3760896
cell_02153,10.827381,-2.7056653
cell_02154,6.208962,-2.335229
cell_02155,7.5622797,-5.111292
cell_02156,-5.7676344,2.643841
cell_02157,-3.3736262,7.1109056
cell_02158,0.9663436,5.702032
cell_02159,-5.4230976,1.5612861
cell_02160,2.5041077,4.2903957
cell_02161,-3.8224866,6.8128543
cell_02162,0.7407139,6.5799036
cell_02163,2.0244608,5.8480067
cell_02164,10.9608,-1.8680179
cell_02165,-3.707709,6.35244
cell_02166,8.45426,-3.8257022
cell_02167,1.7645389,5.5155053
cell_02168,-1.4308008,7.0584536
cell_02169,4.000924,2.1759477
cell_02170,1.6176717,6.0321
cell_02171,-2.992764,4.950921
cell_02172,3.824003,2.0651298
cell_02173,-4.5965853,4.121813
cell_02174,-0.46446487,7.482508
cell_02175,4.491531,0.33577627
cell_02176,1.3742115,6.1939087
cell_02177,8.971158,-5.655029
cell_02178,-4.172935,6.7667336
cell_02179,10.655078,-2.3061948
cell_02180,9.743586,-2.1516302
cell_02181,8.381397,-6.052696
cell_02182,8.507137,-4.0311933
cell_02183,-4.2416344,3.7982147
cell_02184,5.9024367,0.6438555
cell_02185,-3.5007997,4.721955
cell_02186,6.844562,-4.6361794
cell_02187,6.9271665,0.27887222
cell_02188,-4.152412,6.2958307
cell_02189,6.657337,-5.1968923
cell_02190,-5.0478964,3.2722905
cell_02191,6.796838,-0.666052
cell_02192,7.6838775,-1.9522557
cell_02193,-5.9974966,2.9317715
cell_02194,5.9222565,-1.8204896
cell_02195,8.140023,-2.3187647
cell_02196,-6.010196,2.4989238
cell_02197,5.205824,1.2723861
cell_02198,-3.3964603,5.4443483
cell_02199,7.6983895,-3.1058586
cell_02200,-4.091697,4.1053634
cell_02201,10.781172,-2.107144
cell_02202,7.8774557,-4.664225
cell_02203,-4.433686,5.943343
cell_02204,-2.5012393,6.4070873
cell_02205,5.4323974,-0.55250925
cell_02206,10.458805,-1.1173974
cell_02207,2.1789992,4.823491
cell_02208,-3.711524,4.5064707
cell_02209,-5.90018,3.861495
cell_02210,6.746318,-5.4104276
cell_02211,3.0441692,4.244004
cell_02212,9.189325,-4.6488786
cell_02213,2.8103943,2.8652234
cell_02214,8.863113,-3.8160312
cell_02215,-6.2186365,2.4638877
cell_02216,-5.477669,2.8130026
cell_02217,9.413562,-5.275945
cell_02218,8.927928,-4.9300914
cell_02219,-1.7560887,7.386775
cell_02220,-0.6087334,6.667189
cell_02221,2.7461257,5.3567467
cell_02222,1.3267192,6.8821025
cell_02223,-4.2984476,5.0017576
cell_02224,9.398032,-4.2359424
cell_02225,-3.7244692,6.1383843
cell_02226,7.7416286,-4.5563483
cell_02227,-6.164956,3.665842
cell_02228,-5.9404516,1.2725333
cell_02229,8.767301,-2.9390798
cell_02230,-1.4632226,6.784879
cell_02231,5.943183,-1.9585539
cell_02232,-5.731065,4.1406536
cell_02233,9.168646,-3.8194106
cell_02234,8.435004,-2.5076818
cell_02235,8.330898,-2.7281468
cell_02236,-3.7105618,4.791623
cell_02237,-2.845439,6.5600452
cell_02238,-0.48571813,7.093752
cell_02239,4.542403,0.8828812
cell_02240,-3.165608,6.134091
cell_02241,-5.6818995,3.0154285
cell_02242,-0.9579671,7.279815
cell_02243,-4.536164,5.0815725
cell_02244,0.27746406,6.4014916
cell_02245,-3.8303194,5.1347466
cell_02246,-3.9501624,5.153275
cell_02247,7.468343,-2.0607479
cell_02248,0.43278357,6.2284293
cell_02249,-1.7025628,6.986376
cell_02250,5.2405868,0.9900538
cell_02251,9.236126,-1.1127509
cell_02252,0.33667222,7.302479
cell_02253,5.375893,-0.96206284
cell_02254,8.721315,-5.3027506
cell_02255,4.6602273,1.8057292
cell_02256,8.901568,-4.913833
cell_02257,9.903589,-2.1970797
cell_02258,-5.6767435,2.7438838
cell_02259,2.075676,5.385765
cell_02260,8.9588,-3.0103774
cell_02261,10.029565,-1.8194776
cell_02262,2.1678276,4.429498
cell_02263,-4.504919,2.9487486
cell_02264,5.2866983,0.5113009
cell_02265,-5.6759844,3.2694807
cell_02266,6.3937907,-4.5580697
cell_02267,5.1942477,1.8938439
cell_02268,9.165676,-0.90025383
cell_02269,6.2667513,-4.701134
cell_02270,8.344229,-1.8537071
cell_02271,6.487409,-1.2266097
cell_02272,6.939879,-4.774964
cell_02273,9.182418,-2.0893762
cell_02274,10.668322,-2.4447048
cell_02275,-5.4810085,1.4402388
cell_02276,6.0934844,-0.6816788
cell_02277,-4.5227876,5.99761
cell_02278,9.5486355,-3.9943585
cell_02279,7.907531,-1.0970021
cell_02280,0.8384114,5.308101
cell_02281,-3.9849591,4.44623
cell_02282,-1.5627613,6.380307
cell_02283,7.5177617,-1.9202524
cell_02284,-4.3834877,5.281861
cell_02285,-5.4047484,3.5865836
cell_02286,7.728598,-5.570354
cell_02287,6.535312,-4.825207
cell_02288,-4.9567657,5.9240994
cell_02289,-4.586991,6.5164623
cell_02290,8.993309,-3.8609848
cell_02291,6.7535377,-4.29808
cell_02292,5.6065483,-0.97635764
cell_02293,-2.5117984,6.3531604
cell_02294,-2.6079035,6.73255
cell_02295,-5.5951834,1.3082893
cell_02296,6.595104,-3.7839873
cell_02297,-6.5129385,1.292531
cell_02298,-5.9742923,1.0180438
cell_02299,9.665507,-1.2495732
cell_02300,9.313044,-4.9253135
cell_02301,8.706942,-3.3057685
cell_02302,3.6476111,4.320078
cell_02303,4.6785207,2.8409543
cell_02304,1.5868068,5.418254
cell_02305,-1.9538308,6.4622197
cell_02306,3.6613371,1.5648619
cell_02307,1.7044495,5.8992004
cell_02308,6.8652773,-1.2999687
cell_02309,9.709036,-1.9692525
cell_02310,7.9699225,-5.5590672
cell_02311,-5.8024826,3.2621498
cell_02312,0.30206645,7.0970216
cell_02313,-4.4826617,6.1672044
cell_02314,-0.7442804,6.522101
cell_02315,-3.3292737,6.4082255
cell_02316,-5.119625,4.979452
cell_02317,7.920749,-3.9006042
cell_02318,4.6525316,2.4316401
cell_02319,7.3020616,-4.4582644
cell_02320,-6.7007394,1.5539733
cell_02321,-5.4930253,1.4203825
cell_02322,0.72005063,5.9135
cell_02323,-5.225311,2.247158
cell_02324,-3.1654577,6.0320725
cell_02325,9.309477,-3.4851444
cell_02326,-4.410698,5.7210064
cell_02327,-3.8877435,3.8634605
