,UMAP_1,UMAP_2
cell_03881,7.787087,-4.6200023
cell_03882,8.658334,-4.5368047
cell_03883,2.5099008,4.1066833
cell_03884,9.726655,-4.7698607
cell_03885,-6.5302935,1.6723094
cell_03886,9.286054,-4.225857
cell_03887,7.512465,-2.1274936
cell_03888,9.359543,-1.5124499
cell_03889,-4.2557883,6.704281
cell_03890,-5.212161,4.6891236
cell_03891,7.6929007,-1.0138043
cell_03892,4.0931582,1.8155257
cell_03893,5.5009975,1.4731643
cell_03894,9.6094055,-4.60196
cell_03895,7.4428287,-1.1964338
cell_03896,-2.6443176,6.480795
cell_03897,0.90165895,5.564923
cell_03898,-5.5494533,4.0964255
cell_03899,-4.153096,4.6921725
cell_03900,-4.6987023,3.402231
cell_03901,7.0945563,-4.286042
cell_03902,8.217816,-0.48794043
cell_03903,6.364389,0.6967478
cell_03904,-0.34632218,6.9124274
cell_03905,8.195471,-3.003027
cell_03906,9.459158,-0.83038086
cell_03907,6.9772267,-5.4266653
cell_03908,5.8462663,0.1878479
cell_03909,8.252985,-6.2283278
cell_03910,4.7857003,1.8240119
cell_03911,3.0026195,3.4228308
cell_03912,6.869956,-5.2577066
cell_03913,0.8224497,6.8293915
cell_03914,0.48319292,6.2928104
cell_03915,-3.7767074,6.272677
cell_03916,5.239006,0.3238622
cell_03917,4.233335,0.3412598
cell_03918,6.5430336,-2.5573833
cell_03919,1.5913644,4.7625856
cell_03920,-3.4776788,5.5452824
cell_03921,9.249324,-4.8570733
cell_03922,-1.1037183,7.5082994
cell_03923,7.818345,-4.8848906
cell_03924,-4.9793835,4.4158626
cell_03925,6.489941,-1.2168349
cell_03926,3.9436452,1.2223895
cell_03927,8.234726,-4.9920254
cell_03928,-4.558102,3.5307992
cell_03929,9.726857,-1.404835
cell_03930,4.124043,0.9460138
cell_03931,7.144753,-1.4656813
cell_03932,3.9831583,2.2963426
cell_03933,-6.694667,1.5798252
cell_03934,4.1474676,3.2082813
cell_03935,-3.3609223,5.7909904
cell_03936,-2.1291008,7.3656898
cell_03937,7.645034,-1.0900003
cell_03938,4.5429187,1.7550744
cell_03939,-5.6081862,2.4091206
cell_03940,-5.6204405,2.4846957
cell_03941,-5.2721252,5.2788124
cell_03942,-4.803483,6.262028
cell_03943,7.840071,-0.7955106
cell_03944,-3.305579,4.5877733
cell_03945,9.32697,-0.99089336
cell_03946,-4.3872614,5.7941604
cell_03947,-6.1628823,3.0094936
cell_03948,9.842136,-3.6216502
cell_03949,-3.4617214,6.2029853
cell_03950,1.1970375,5.0959888
cell_03951,8.605422,-2.6427634
cell_03952,7.799139,-4.9480543
cell_03953,6.4597797,-4.1038833
cell_03954,-5.271582,1.9049786
cell_03955,5.4042044,-1.3447175
cell_03956,9.161036,-4.6683345
cell_03957,10.2016115,-1.3668722
cell_03958,-4.672526,4.0817003
cell_03959,0.9041708,6.6232204
cell_03960,-2.4824018,6.59678
cell_03961,-4.6104536,3.59537
cell_03962,5.9333234,-2.576062
cell_03963,-3.500543,7.1387253
cell_03964,-1.2418009,7.3017473
cell_03965,-6.121986,3.2081628
cell_03966,4.151566,2.630878
cell_03967,-3.9046957,4.2965965
cell_03968,1.6525127,5.999443
cell_03969,-5.289645,4.10174
cell_03970,8.004945,-5.2713366
cell_03971,-5.192104,5.596713
cell_03972,3.7908595,1.5126625
cell_03973,-4.2509837,5.2506657
cell_03974,-6.2239523,2.180983
cell_03975,-4.886149,6.181923
cell_03976,-5.657419,2.8628514
cell_03977,-5.0125136,3.7518296
cell_03978,4.4248457,2.4848914
cell_03979,8.154834,-0.6756433
cell_03980,-4.8286386,3.340458
cell_03981,2.7171254,4.7204638
cell_03982,5.834035,-1.2713054
cell_03983,-3.876998,4.537783
cell_03984,-0.41056153,6.74306
cell_03985,-6.1540194,2.4925165
cell_03986,-3.1635811,5.4517736
cell_03987,3.453293,4.3932304
cell_03988,6.7900515,-3.967666
cell_03989,9.806674,-1.4446714
cell_03990,7.116674,-4.8742213
cell_03991,2.1999836,5.794895
cell_03992,-4.972464,2.8599317
cell_03993,-2.8442519,6.664864
cell_03994,-4.403294,6.5968924
cell_03995,-5.6416793,0.7806349
cell_03996,-5.6092553,2.668718
cell_03997,1.9438773,4.386449
cell_03998,-0.85607576,6.922242
cell_03999,-5.779964,4.8560424
cell_04000,9.4139595,-0.8526062
cell_04001,-1.2788998,7.093104
cell_04002,10.359254,-2.2691832
cell_04003,-3.7609005,6.004692
cell_04004,5.3970423,1.048427
cell_04005,-4.0598392,4.367262
cell_04006,4.3448024,2.334641
cell_04007,-4.398542,4.6426682
cell_04008,-4.6125627,4.344158
cell_04009,5.7865705,-2.4015276
cell_04010,-3.635774,5.123532
cell_04011,-4.8993797,4.369681
cell_04012,9.6955185,-2.3546495
cell_04013,-5.187326,1.3395844
cell_04014,6.1572657,0.024493113
cell_04015,4.7634306,0.17336555
cell_04016,-3.8805285,6.2934685
cell_04017,3.1742532,5.010429
cell_04018,-5.513386,2.730461
cell_04019,6.929998,-3.7486403
cell_04020,-4.581473,6.4857783
cell_04021,-4.032649,4.559097
cell_04022,-2.663519,6.006516
cell_04023,8.564615,-5.3376956
cell_04024,8.3491955,-2.1707978
cell_04025,7.061771,-5.3519235
cell_04026,6.8073587,-2.1623137
cell_04027,7.8475475,-2.2818398
cell_04028,3.558328,3.4982154
cell_04029,7.771969,-5.7254133
cell_04030,4.4260807,2.0678754
cell_04031,-1.7073727,7.2757125
cell_04032,6.4394903,-1.7969416
cell_04033,5.662692,0.29280433
cell_04034,-4.928428,3.712675
cell_04035,0.9305619,6.5372076
cell_04036,-2.452692,5.739335
cell_04037,9.743338,-3.2186198
cell_04038,-0.42106876,6.985879
cell_04039,9.888941,-3.10249
cell_04040,2.7175725,5.3550687
cell_04041,7.7645454,-4.129276
cell_04042,-4.0016375,5.036261
cell_04043,10.071413,-1.6455474
cell_04044,4.290144,2.8868968
cell_04045,-3.2329051,5.002248
cell_04046,-4.7871866,6.290091
cell_04047,-4.6438365,5.6385336
cell_04048,-1.0687532,6.72045
cell_04049,10.411312,-2.4792418
cell_04050,10.675837,-2.5878649
cell_04051,8.62991,-2.448002
cell_04052,5.804428,0.3633969
cell_04053,1.8869587,4.5540013
cell_04054,9.223016,-2.043246
cell_04055,8.87635,-3.2108486
cell_04056,-3.4819467,7.2022204
cell_04057,8.843899,-4.35019
cell_04058,1.5015804,6.464547
cell_04059,9.545896,-2.4679327
cell_04060,9.7882395,-3.9479764
cell_04061,8.869255,-1.1342769
cell_04062,-4.7514787,4.3470592
cell_04063,6.666342,0.31496426
cell_04064,-4.373857,3.8991232
cell_04065,8.742382,-4.1180406
cell_04066,-3.1607292,6.7359433
cell_04067,6.3199334,-3.4680214
cell_04068,9.492642,-3.9113386
cell_04069,-4.4244657,4.6477227
cell_04070,0.22413869,6.195448
cell_04071,8.616468,-1.3890653
cell_04072,2.045181,6.083255
cell_04073,-5.164768,5.556023
cell_04074,-6.1956673,2.066478
cell_04075,0.74861014,5.857312
cell_04076,7.4085126,-3.9710538
cell_04077,4.9449644,-0.26535907
cell_04078,-4.9752154,4.1912603
cell_04079,1.5180396,4.77364
cell_04080,-0.15550655,7.148064
cell_04081,-3.581993,6.371531
cell_04082,7.7741084,-3.0008905
cell_04083,-3.5939596,7.1694374
cell_04084,4.730843,0.81824106
cell_04085,10.674877,-2.28721
cell_04086,4.8851995,1.503203
cell_04087,6.984114,-2.2311094
cell_04088,-5.6464853,1.6827652
cell_04089,-4.8134975,5.965863
cell_04090,-6.0211105,3.1319678
cell_04091,7.3002396,-3.3405552
cell_04092,8.796477,-4.0362606
cell_04093,-4.0388627,4.3280787
cell_04094,-4.2174425,5.4000144
cell_04095,-2.765254,6.8475337
cell_04096,7.2992334,0.026564118
cell_04097,8.218864,-0.5505988
cell_04098,10.076422,-2.905967
cell_04099,6.3894777,-4.917439
cell_04100,-3.7973678,6.094807
cell_04101,6.964203,-2.9941833
cell_04102,4.465527,0.40661088
cell_04103,-3.5222797,6.695605
cell_04104,9.385416,-3.0834715
cell_04105,-4.725242,2.7190037
cell_04106,8.965047,-2.5715902
cell_04107,6.6502624,-3.6920378
cell_04108,9.737616,-4.1484156
cell_04109,4.4006424,1.6150748
cell_04110,-2.7209926,6.156084
cell_04111,8.03811,-5.6213183
cell_04112,10.77599,-2.3031263
cell_04113,3.9988892,2.6945868
cell_04114,7.596009,-3.6724706
cell_04115,-2.8947442,5.369161
cell_04116,5.38289,-0.8252876
cell_04117,8.494136,-5.5650115
cell_04118,-3.3626194,6.936399
cell_04119,2.9287827,2.7805266
cell_04120,11.005579,-2.292471
cell_04121,8.792141,-3.155252
cell_04122,7.222618,-5.7058077
cell_04123,0.30054185,6.423868
cell_04124,6.914368,-5.2337728
cell_04125,-4.1448207,4.313332
cell_04126,4.4237494,1.3082681
cell_04127,2.9389625,3.4168205
cell_04128,9.79468,-3.265581
cell_04129,8.439622,-4.0254326
cell_04130,7.7109585,-4.444866
cell_04131,6.840662,-1.2685491
cell_04132,1.4891768,5.0802236
cell_04133,4.858646,1.5688515
cell_04134,3.9574494,2.4721968
cell_04135,-6.7073092,1.1782174
cell_04136,4.627863,2.2061028
cell_04137,8.044304,-5.732538
cell_04138,8.055801,-2.8637812
cell_04139,8.023014,-2.6313956
cell_04140,1.3248707,6.51021
cell_04141,6.085537,1.193023
cell_04142,-5.353186,1.343407
cell_04143,0.14651196,6.806789
cell_04144,2.5453537,3.398321
cell_04145,-4.744391,4.8357086
cell_04146,-6.507662,1.932905
cell_04147,6.495603,-2.6813684
cell_04148,2.963237,5.0101957
cell_04149,1.0798079,5.81888
cell_04150,-3.3377182,6.2747793
cell_04151,4.319527,0.7753943
cell_04152,3.0870419,4.9926667
cell_04153,2.7146153,3.0234213
cell_04154,6.4679084,0.38982716
cell_04155,-6.0106916,1.3750947
cell_04156,10.115939,-2.2738676
cell_04157,-6.2170453,2.6627364
cell_04158,2.2339559,4.9893613
cell_04159,-5.297061,4.971309
cell_04160,5.022908,1.6921554
cell_04161,-2.629266,6.250988
cell_04162,10.231282,-1.7859671
cell_04163,0.9847872,6.4471874
cell_04164,6.8477883,-2.1089568
cell_04165,-3.3345985,5.7068233
cell_04166,-6.1683445,1.6174885
cell_04167,1.1875058,6.517547
cell_04168,4.448449,0.32455042
cell_04169,3.9169283,4.0142784
cell_04170,10.919919,-1.2928503
cell_04171,6.463011,-4.68807
cell_04172,9.6589775,-5.1212344
cell_04173,-2.1708872,6.4732294
cell_04174,7.384759,-4.4557605
cell_04175,4.6785955,-0.1786288
cell_04176,5.7416897,-1.7811774
cell_04177,8.494866,-5.950058
cell_04178,6.6451774,-1.6840767
cell_04179,9.331134,-2.9614697
cell_04180,6.3364935,-3.4967644
cell_04181,-4.9494724,4.4885755
cell_04182,7.6665206,-2.281169
cell_04183,3.0920556,3.3657396
cell_04184,9.587908,-3.7935731
cell_04185,6.975213,-3.778873
cell_04186,-5.3802657,3.7183957
cell_04187,-4.7362704,4.0112853
cell_04188,-4.9576216,2.0629795
cell_04189,3.0853424,2.6764748
cell_04190,-4.719299,2.4739223
cell_04191,9.077023,-3.5177987
cell_04192,6.257641,0.20977631
cell_04193,7.8825583,-4.4615808
cell_04194,-3.863507,6.808254
cell_04195,4.5495973,1.6514199
cell_04196,-5.9865775,4.653693
cell_04197,6.8484015,-4.7013407
cell_04198,-3.7059097,5.042316
cell_04199,-4.9091363,2.0354064
cell_04200,-3.725439,4.5464506
cell_04201,9.722798,-4.3725786
cell_04202,-5.1311193,4.2544756
cell_04203,6.480122,-1.886855
cell_04204,9.6738615,-0.9282345
cell_04205,8.279849,-5.1620207
cell_04206,-5.498012,4.294085
cell_04207,-5.646429,2.3171868
cell_04208,3.5219438,4.5262017
cell_04209,-3.898432,4.3429027
cell_04210,6.1256227,-3.8323536
cell_04211,-0.5522555,7.1337852
cell_04212,3.0287488,4.615163
cell_04213,-4.800503,3.932978
cell_04214,5.371119,-1.501567
cell_04215,-5.0294423,5.939821
cell_04216,8.319784,-3.039304
cell_04217,-5.2628717,2.491803
cell_04218,9.125372,-3.3677378
cell_04219,6.3717737,-1.7751216
cell_04220,-3.9768984,5.9963517
cell_04221,-6.461673,1.6924826
cell_04222,-1.9215752,7.088071
cell_04223,-3.5510721,4.103993
cell_04224,-4.5508375,4.985054
cell_04225,9.122321,-5.4020104
cell_04226,6.57622,-2.2735925
cell_04227,-4.243564,3.8687077
cell_04228,4.6446657,0.51166236
cell_04229,-3.7498307,6.0916333
cell_04230,7.0566435,-5.0533333
cell_04231,-5.8733077,1.5772176
cell_04232,7.567197,-5.765039
cell_04233,9.132811,-3.0271285
cell_04234,-5.093646,2.0756152
cell_04235,-5.1125665,5.452773
cell_04236,0.6428172,6.750088
cell_04237,7.273642,-5.5174346
cell_04238,5.6656303,-0.030127311
cell_04239,8.915667,-1.5018374
cell_04240,8.282658,-5.224745
cell_04241,10.224001,-2.1660995
cell_04242,3.107364,3.6677914
cell_04243,3.7819796,1.914806
cell_04244,6.7100406,-3.3457506
cell_04245,-3.130231,6.230953
cell_04246,8.695022,-3.4337158
cell_04247,-6.113145,1.5263059
cell_04248,-4.315916,5.367461
cell_04249,6.9156923,-4.910435
cell_04250,-1.9990673,7.5210195
cell_04251,-4.923933,4.6513453
cell_04252,-4.231554,4.798074
cell_04253,5.3666115,0.95983607
cell_04254,10.021472,-3.538199
cell_04255,-5.7580037,2.084741
cell_04256,-5.7037525,0.94882494
cell_04257,3.4678812,3.8271194
cell_04258,9.459481,-4.393044
cell_04259,-3.3679132,6.549279
cell_04260,9.804285,-3.3466783
cell_04261,9.228394,-4.7855864
cell_04262,-4.1071024,6.647155
cell_04263,8.769369,-2.6060085
cell_04264,7.7169876,-1.3060688
cell_04265,4.227158,1.812948
cell_04266,1.7852964,5.672584
cell_04267,8.060816,-2.9582574
cell_04268,9.151665,-2.6627502
cell_04269,8.30664,-5.361243
cell_04270,8.100831,-3.2333882
cell_04271,2.8864558,3.5986516
cell_04272,8.042678,-5.4731984
cell_04273,10.490061,-1.6328677
cell_04274,-4.472385,6.3591743
cell_04275,-5.562773,1.8513776
cell_04276,0.63941455,6.3144503
cell_04277,8.339525,-5.5046606
cell_04278,-3.931579,7.086473
cell_04279,8.665414,-0.5935193
cell_04280,-6.068918,0.92875296
cell_04281,-1.1554711,6.7490087
cell_04282,5.943867,-1.4497952
cell_04283,-4.0554795,3.2636797
cell_04284,7.106061,-5.7621417
cell_04285,-4.2987947,4.3264275
cell_04286,8.950863,-2.9696577
cell_04287,-4.648613,5.6007566
cell_04288,7.414898,-4.8706856
cell_04289,8.2347145,-0.50026786
cell_04290,-5.6758432,3.8199892
cell_04291,-5.139684,1.897174
cell_04292,-6.1981907,1.9786648
cell_04293,5.328395,-0.40734753
cell_04294,8.153882,-5.498917
cell_04295,0.5428336,7.0124726
cell_04296,1.9860065,5.2337713
cell_04297,6.4046717,-0.3375537
cell_04298,5.837097,-0.137881
cell_04299,8.384801,-0.79275274
cell_04300,2.5474682,4.37118
cell_04301,7.3204126,-5.233978
cell_04302,7.7467723,-5.4561367
cell_04303,-1.1833894,6.688606
cell_04304,-6.205188,0.85452646
cell_04305,-5.6305265,3.3327417
cell_04306,5.162652,1.2640504
cell_04307,-1.1717639,7.225403
cell_04308,10.326748,-0.9899122
cell_04309,5.642875,-1.1228399
cell_04310,4.967289,0.81407875
cell_04311,8.975487,-2.3930051
cell_04312,-3.8089871,5.091337
cell_04313,7.5328074,-5.4278836
cell_04314,-6.8800735,1.5073584
cell_04315,8.1359415,-0.87405974
cell_04316,9.697423,-4.127787
cell_04317,6.9490504,-5.465705
cell_04318,9.089095,-4.664578
cell_04319,0.9655536,6.5831065
cell_04320,8.554974,-6.1190376
cell_04321,5.0869617,1.7733425
cell_04322,6.0210223,-0.6693075
cell_04323,-6.144606,3.4412987
cell_04324,-4.106319,4.674009
cell_04325,6.1528997,-0.6628352
cell_04326,-6.0433908,2.4946637
cell_04327,7.427526,-3.9499264
cell_04328,8.578732,-4.6550474
cell_04329,9.269969,-2.1216915
cell_04330,-4.6411147,3.4295638
cell_04331,8.145226,-3.7793121
cell_04332,-6.1028633,2.8922527
cell_04333,2.7300255,3.2647557
cell_04334,7.8956594,-4.4479656
cell_04335,-6.16555,2.2262454
cell_04336,-6.639105,1.3334119
cell_04337,-5.8382897,1.712592
cell_04338,3.6157396,2.2749481
cell_04339,9.29971,-1.2859727
cell_04340,-4.9241905,4.050586
cell_04341,-5.1942196,3.9746552
cell_04342,6.2208233,-0.25895274
cell_04343,-4.6217356,6.230557
cell_04344,9.231213,-2.7610333
cell_04345,8.564725,-3.7350242
cell_04346,6.4073954,-3.410484
cell_04347,7.877043,-4.2536736
cell_04348,4.464809,1.1128635
cell_04349,6.8918796,-4.4394245
cell_04350,-3.8048704,4.4206634
cell_04351,-6.1042676,2.9095764
cell_04352,7.1856112,-2.3495553
cell_04353,-6.034894,1.3101398
cell_04354,7.7065263,-4.6155214
cell_04355,8.965452,-1.0969152
cell_04356,9.007978,-2.3890452
cell_04357,-2.6375542,7.2935305
cell_04358,3.9650962,2.8799183
cell_04359,9.345321,-1.2433631
cell_04360,-3.7571929,5.8875155
cell_04361,4.367633,0.59422624
cell_04362,6.2462816,-3.0196514
cell_04363,9.961663,-3.2128844
cell_04364,10.532614,-2.2147663
cell_04365,-6.082806,2.9861784
cell_04366,4.1154456,3.2391818
cell_04367,5.766322,-0.53226936
cell_04368,-4.955859,4.660219
cell_04369,1.6813811,5.2346992
cell_04370,-3.1581562,6.423742
cell_04371,-4.5155106,3.6472182
cell_04372,4.259703,1.6306813
cell_04373,-4.3521934,3.7675407
cell_04374,7.5565796,-0.14462288
cell_04375,-4.348678,4.5375166
cell_04376,8.289046,-0.5387842
cell_04377,-4.0046854,5.212011
cell_04378,9.629436,-3.8655982
cell_04379,-6.373971,1.5239489
cell_04380,4.474927,2.0436223
cell_04381,-2.1015155,7.3142767
cell_04382,-3.55201,4.227589
cell_04383,2.6252444,4.026359
cell_04384,8.811754,-3.8885572
cell_04385,6.344271,-5.087882
cell_04386,-2.7379413,6.7786565
cell_04387,-5.849793,3.6057513
cell_04388,8.452237,-1.4926252
cell_04389,5.000863,-0.3328504
cell_04390,-5.0563965,5.903656
cell_04391,9.28749,-3.3591132
cell_04392,4.360658,1.7443436
cell_04393,6.7933464,-3.152823
cell_04394,-0.8451543,7.319609
cell_04395,2.8614225,5.327333
cell_04396,-4.8099704,5.160637
cell_04397,9.465206,-0.7386832
cell_04398,-5.758748,4.63184
cell_04399,7.8438206,-4.2472663
cell_04400,9.24528,-0.49110365
cell_04401,9.722277,-1.7692443
cell_04402,-6.6758137,1.0238063
cell_04403,-3.215103,6.5196533
cell_04404,3.6491487,3.6587753
cell_04405,7.7601204,-1.6130251
cell_04406,10.638744,-1.888761
cell_04407,-0.35971656,7.2005115
cell_04408,7.265072,-5.5756273
cell_04409,-5.2169456,4.3697968
cell_04410,-0.41444388,6.6521306
cell_04411,-5.80884,2.5301867
cell_04412,7.7404246,-4.2840924
cell_04413,-3.8735523,4.780652
cell_04414,-3.272703,5.995266
cell_04415,8.513898,-6.0044713
cell_04416,4.3787813,2.0825453
cell_04417,-6.4906173,1.0475007
cell_04418,-6.4214244,0.86897105
cell_04419,4.95711,1.1231774
cell_04420,-3.1658258,6.926112
cell_04421,-5.2876387,3.935687
cell_04422,6.122997,-3.2237575
cell_04423,-3.5422142,6.079865
cell_04424,6.9429975,-0.31673715
cell_04425,-0.64759684,7.361138
cell_04426,-4.752021,4.739241
cell_04427,-4.348456,4.7810526
cell_04428,-4.8673587,5.761633
cell_04429,-5.998162,1.177112
cell_04430,-3.9213562,6.977997
cell_04431,7.1376033,-4.2626047
cell_04432,10.600377,-2.200325
cell_04433,-0.10706969,6.381877
cell_04434,6.723811,-0.6621106
cell_04435,7.002596,-0.36443642
cell_04436,8.951397,-2.5846734
cell_04437,-4.2978673,5.241621
cell_04438,-2.0555174,6.2100067
cell_04439,-3.8379643,7.2288437
cell_04440,-6.7800527,1.3685778
cell_04441,-2.4019642,7.244715
cell_04442,7.926807,-5.4733777
cell_04443,8.334745,-4.9563336
cell_04444,-6.021597,2.741621
cell_04445,2.750535,4.078576
cell_04446,-0.41248178,6.4943123
cell_04447,3.368137,2.1864831
cell_04448,6.2992177,0.46850494
cell_04449,-6.5427995,1.2461755
cell_04450,10.191268,-2.4922807
cell_04451,8.033359,-4.9422145
cell_04452,6.067526,-2.2132363
cell_04453,6.911616,-2.6809132
cell_04454,4.1189246,1.9361241
cell_04455,-2.3268151,7.317126
cell_04456,-5.300648,3.9133596
cell_04457,6.8458796,-0.68692505
cell_04458,-6.1383567,2.2391007
cell_04459,9.303364,-4.6358237
cell_04460,1.012898,5.416053
cell_04461,1.6924514,6.062041
cell_04462,-1.3317082,6.744353
cell_04463,9.92714,-1.7528515
cell_04464,-4.370521,4.679532
cell_04465,-4.2926826,4.603478
cell_04466,-4.0314617,5.5045457
cell_04467,6.683033,-3.2384362
cell_04468,8.96142,-5.6746297
cell_04469,-3.0467117,4.8762593
cell_04470,8.780166,-5.5411043
cell_04471,-3.1183925,6.4485836
cell_04472,6.2545476,-3.5108943
cell_04473,-6.6574664,2.3757036
cell_04474,3.234629,2.4778965
cell_04475,7.1888857,-3.4035158
cell_04476,4.6612115,2.1247897
cell_04477,-3.1183035,5.5834384
cell_04478,7.8143816,-3.5087883
cell_04479,10.228369,-1.6150182
cell_04480,3.1393998,4.1487207
cell_04481,7.336851,-3.104305
cell_04482,6.666638,-3.7284198
cell_04483,-4.6780443,5.9919343
cell_04484,8.033264,-4.60446
cell_04485,-4.5374117,6.356691
cell_04486,8.942051,-1.9150254
cell_04487,-5.867236,4.0255
cell_04488,-4.185525,6.7422705
cell_04489,4.615899,0.8008176
cell_04490,5.2763724,0.42452544
cell_04491,9.283413,-4.8975735
cell_04492,6.7062206,-4.892284
cell_04493,-5.0904794,3.6067173
cell_04494,-3.3292863,5.8291755
cell_04495,-1.3933777,6.844799
cell_04496,4.0283403,3.0195863
cell_04497,3.2820516,2.5027823
cell_04498,10.75468,-1.461782
cell_04499,7.0463386,-4.228709
cell_04500,-6.1071305,0.92685777
cell_04501,3.5053146,3.6927152
cell_04502,5.592056,-1.0741
cell_04503,2.317944,4.536509
cell_04504,-4.22077,3.2626922
cell_04505,1.0392747,6.2391844
cell_04506,1.4419692,6.264708
cell_04507,-4.5348597,4.791613
cell_04508,8.672418,-2.3881288
cell_04509,-2.63646,7.4315367
cell_04510,5.2677035,-0.67994606
cell_04511,3.657442,1.9225378
cell_04512,9.1355295,-2.2442374
cell_04513,-4.5186725,2.9928112
cell_04514,-3.8804939,4.282305
cell_04515,-2.176958,6.3007545
cell_04516,2.2271786,5.2993283
cell_04517,-3.3509724,6.900294
cell_04518,9.265611,-2.195653
cell_04519,-4.120226,5.898565
cell_04520,-5.6002426,2.3588495
cell_04521,1.3722727,6.2718625
cell_04522,7.8223186,-5.295298
cell_04523,8.87273,-1.442898
cell_04524,9.382358,-4.101221
cell_04525,5.043381,-0.110782154
cell_04526,7.111974,-4.725504
cell_04527,8.484948,-1.3821596
cell_04528,-3.597506,5.9428067
cell_04529,4.5399756,0.4712659
cell_04530,6.2871146,-3.905105
cell_04531,-2.3839655,7.1020994
cell_04532,8.171699,-3.483475
cell_04533,4.332249,2.9538147
cell_04534,4.824958,2.6567547
cell_04535,-5.795644,3.4224606
cell_04536,8.88002,-0.55255216
cell_04537,7.3232102,-4.1264625
cell_04538,-4.545691,4.5259933
cell_04539,-0.6289102,6.757397
cell_04540,-6.7736793,2.151574
cell_04541,-5.9008946,0.9680981
cell_04542,6.8926206,-4.1068172
cell_04543,5.0829387,1.8078107
cell_04544,-0.7065363,7.3002644
cell_04545,-3.5951912,5.2968874
cell_04546,7.917147,-5.5876384
cell_04547,-4.5599837,6.403414
cell_04548,8.620244,-2.2763996
cell_04549,-3.6075082,6.327765
cell_04550,-6.1089997,1.5476484
cell_04551,8.511678,-3.432812
cell_04552,-5.531249,0.8998986
cell_04553,7.1277375,-3.798724
cell_04554,-3.0218527,6.2081103
cell_04555,9.090449,-4.849634
cell_04556,8.600749,-2.0056264
cell_04557,6.997085,-4.5071034
cell_04558,-6.054252,0.8756515
cell_04559,9.084803,-1.5853513
cell_04560,6.7744393,-5.632562
cell_04561,-3.0627773,4.2960873
cell_04562,-3.1128757,5.7389064
cell_04563,8.814705,-2.0426161
cell_04564,-4.648339,6.1739807
cell_04565,6.557484,-2.2506318
cell_04566,6.770849,-4.737752
cell_04567,-6.6666536,1.2394985
cell_04568,5.5484924,1.1512411
cell_04569,5.3873005,-0.8322895
cell_04570,-2.4171822,6.1335273
cell_04571,7.5033293,-4.6488667
cell_04572,-4.17268,3.9305272
cell_04573,-0.32261938,7.3606005
cell_04574,6.4711647,-5.130544
cell_04575,-3.1970067,5.7380047
cell_04576,8.690366,-1.8407974
cell_04577,-5.8688383,3.3458273
cell_04578,3.5985236,2.83832
cell_04579,-4.9541144,2.0318651
cell_04580,7.051374,-3.5646942
cell_04581,9.912651,-0.9583126
cell_04582,8.850326,-3.7593808
cell_04583,8.669575,-2.8597794
cell_04584,6.4318433,-3.4607995
cell_04585,10.277264,-2.3450842
cell_04586,4.8180566,1.8503841
cell_04587,7.47045,-5.382947
cell_04588,8.973281,-0.8795492
cell_04589,10.683778,-1.7766902
cell_04590,-4.4327626,6.5773587
cell_04591,4.7880483,2.2730987
cell_04592,9.115484,-1.5626096
cell_04593,-4.9277415,5.3686094
cell_04594,-3.6516016,4.371144
cell_04595,7.4769034,-5.612414
cell_04596,1.9429625,4.722985
cell_04597,-4.559328,5.1000533
cell_04598,-1.4615425,6.5742083
cell_04599,-0.06824027,6.4280624
cell_04600,6.2195125,-2.4584408
cell_04601,7.967928,-5.19861
cell_04602,7.119013,-5.124309
cell_04603,7.592102,-0.59564805
cell_04604,6.0566316,-3.0071566
cell_04605,-2.1897666,7.01584
cell_04606,6.451181,-4.979498
cell_04607,-3.346085,5.647333
cell_04608,-5.0623183,3.431371
cell_04609,10.208409,-2.511722
cell_04610,10.509052,-2.675615
cell_04611,-3.43219,6.9483423
cell_04612,6.5961895,-3.2799263
cell_04613,2.2216752,3.972659
cell_04614,-2.6456146,7.1957197
cell_04615,-3.6555498,6.501174
cell_04616,-4.861609,4.938828
cell_04617,5.0054655,0.6635651
cell_04618,2.5379143,4.428667
cell_04619,4.1058874,1.9099209
cell_04620,-4.89312,5.662196
cell_04621,7.0116315,-5.752979
cell_04622,8.854147,-0.87098086
cell_04623,8.238698,-5.209328
cell_04624,-4.9579906,4.093225
cell_04625,6.1813545,-1.6202685
cell_04626,6.6705585,-5.0251613
cell_04627,-2.2618575,7.2422647
cell_04628,-4.940102,5.637547
cell_04629,-4.166011,5.827564
cell_04630,-3.8651783,6.949372
cell_04631,2.0285292,4.5598645
cell_04632,-2.4811697,6.5026736
cell_04633,-3.0733197,6.886762
cell_04634,8.692392,-1.1978352
cell_04635,-6.2257195,1.9405445
cell_04636,-1.5022842,6.7190924
cell_04637,7.8750296,-2.210735
cell_04638,-3.4194553,4.5979433
cell_04639,-4.338347,4.9805
cell_04640,-4.499065,5.3003106
cell_04641,-5.8667593,0.5527983
cell_04642,2.9978049,4.299938
cell_04643,-5.3500257,1.1503607
cell_04644,-3.4944944,6.1333427
cell_04645,9.753709,-1.0107054
cell_04646,8.888239,-4.3783746
cell_04647,-3.8601465,4.5674253
cell_04648,-2.2481134,7.290674
cell_04649,2.9314928,4.4128313
cell_04650,10.46524,-2.0324006
cell_04651,9.53816,-1.4977863
cell_04652,-5.82027,4.442221
cell_04653,-4.6993012,2.518414
cell_04654,1.8800498,5.716976
cell_04655,9.417128,-3.328241
