,UMAP_1,UMAP_2,UMAP_3
cell_02564,9.871216,0.39156833,0.20805322
cell_02565,3.8001363,6.354256,1.6111584
cell_02566,-3.0593264,3.7331007,4.940024
cell_02567,-2.6038451,3.9417121,3.4713523
cell_02568,10.597546,-0.94637823,0.54791623
cell_02569,11.105289,-2.9285767,-1.4536223
cell_02570,-3.5083282,3.12977,4.8545556
cell_02571,9.393668,2.0865285,-0.7085951
cell_02572,10.567355,-0.53338486,1.0896351
cell_02573,10.180924,-2.6973877,-1.0249269
cell_02574,8.554973,1.7293946,-0.6917176
cell_02575,9.982165,0.124142334,-1.0426002
cell_02576,10.527564,-1.168298,1.9620103
cell_02577,11.443796,-2.951278,0.948151
cell_02578,-1.8121135,4.4215875,3.7913785
cell_02579,11.183955,-3.0326648,0.2049852
cell_02580,-3.8560743,3.2237675,4.611102
cell_02581,11.165394,-2.3234918,-0.99413425
cell_02582,-3.4970267,3.954822,4.7612143
cell_02583,-0.8276341,5.371502,2.6721692
cell_02584,-4.1350436,3.2608716,4.1028585
cell_02585,5.9842935,5.4754276,1.2401952
cell_02586,1.2269529,6.328321,2.6159906
cell_02587,-2.114363,5.001725,2.8276267
cell_02588,6.3842406,5.533169,1.0049065
cell_02589,3.9324386,6.6530013,2.097011
cell_02590,11.824672,-1.5814391,-0.053555883
cell_02591,10.605893,-3.6389384,-0.1666409
cell_02592,10.132836,-0.8699344,0.8475505
cell_02593,-1.6590098,5.008737,4.2622743
cell_02594,0.7683084,5.7096696,2.9239364
cell_02595,10.119425,-3.40353,-0.44754067
cell_02596,-2.2353907,5.005399,4.1831594
cell_02597,5.049401,6.05919,1.7969805
cell_02598,11.289673,-1.6654522,2.7508993
cell_02599,9.998898,-3.087595,-1.4986248
cell_02600,3.861078,6.2760987,2.0698857
cell_02601,10.592387,-0.25947922,1.3959949
cell_02602,6.5387063,5.3325763,1.2994174
cell_02603,10.115186,-2.2872818,-0.49526927
cell_02604,-4.548954,3.5226715,4.5277877
cell_02605,-1.9149371,5.639897,4.6107183
cell_02606,10.564472,-1.2092568,-0.27601922
cell_02607,-0.836683,6.608859,3.4224336
cell_02608,9.969551,-1.5910333,-1.3363981
cell_02609,2.02638,6.8510604,1.5421526
cell_02610,11.037641,-2.0040462,1.6811405
cell_02611,11.637545,-2.0827863,2.4522276
cell_02612,7.088248,4.4104114,-0.49564862
cell_02613,10.891038,-1.6816936,-1.6850278
cell_02614,-0.2959646,5.7457314,2.8153408
cell_02615,7.9650965,3.8169622,-0.33836737
cell_02616,-0.96181333,5.452952,3.849238
cell_02617,9.880479,-3.4952583,-0.93443
cell_02618,11.407355,-0.5298528,1.8017545
cell_02619,10.582334,-3.7628236,0.643331
cell_02620,11.293641,-2.4769964,1.0464214
cell_02621,9.990453,-3.8431454,-1.1571895
cell_02622,-0.9932952,6.23202,4.0857573
cell_02623,10.761538,-2.3554125,-1.4820396
cell_02624,9.151143,0.92674506,-1.0365739
cell_02625,4.197057,6.030802,1.620416
cell_02626,8.44574,1.7564421,-0.355606
cell_02627,1.158828,7.0801325,2.779903
cell_02628,0.10152283,6.322678,2.3209484
cell_02629,-0.7722555,5.6746235,2.9710176
cell_02630,-2.8021579,4.1777167,4.3857193
cell_02631,7.9190383,4.282776,-0.27160782
cell_02632,11.521829,-1.572604,2.853679
cell_02633,10.785908,-0.33238256,1.265003
cell_02634,9.184315,2.5727987,-0.665563
cell_02635,5.107839,6.371919,1.3240027
cell_02636,6.2112346,4.867024,-0.08985126
cell_02637,-1.0925251,5.4216104,2.7141328
cell_02638,11.094928,-2.1887658,-1.312403
cell_02639,-1.1392428,5.887694,2.8465676
cell_02640,10.713977,-1.7619351,0.52006054
cell_02641,10.911261,-0.29485488,1.6666003
cell_02642,8.699821,2.137656,-1.141706
cell_02643,11.314568,-2.7411861,-1.1154072
cell_02644,-0.1143319,6.2910123,2.675203
cell_02645,11.5017805,-2.9076374,-0.023378279
cell_02646,10.764044,-2.0386353,-0.9698344
cell_02647,10.784131,-1.9784365,2.573632
cell_02648,10.170273,-1.4624108,1.4965013
cell_02649,10.87561,-3.6116483,0.5996695
cell_02650,10.89355,-3.842309,0.38455668
cell_02651,5.3984146,5.821562,1.5679808
cell_02652,10.312138,-2.311802,1.5188562
cell_02653,11.289163,-1.8735981,0.9148945
cell_02654,5.7222466,5.5113535,0.5674205
cell_02655,11.238025,-3.399414,-0.7181134
cell_02656,3.698275,6.6169314,1.4637065
cell_02657,9.374076,1.237041,-1.0782943
cell_02658,-2.554617,4.681403,3.8045268
cell_02659,-0.9181464,5.7591524,4.091487
cell_02660,11.434207,-3.2074668,-1.7210803
cell_02661,3.5308309,6.8547235,1.9508746
cell_02662,3.875105,6.503636,2.045217
cell_02663,-0.38962302,5.5638146,2.9572077
cell_02664,7.4504333,4.3633504,-0.1810008
cell_02665,10.585827,-2.3963785,2.080361
cell_02666,10.408516,-2.663933,0.5476591
cell_02667,-2.8871207,4.5889215,4.9955792
cell_02668,10.0387125,1.0604644,-0.71223146
cell_02669,6.128659,5.2458706,0.25321308
cell_02670,9.526813,0.10594158,-1.1045315
cell_02671,6.5658255,5.56045,0.92553514
cell_02672,4.4205985,6.6822414,1.4936042
cell_02673,7.494595,4.0864925,0.7526944
cell_02674,10.259361,0.53660154,-1.3242998
cell_02675,7.7262826,3.5722134,-0.33315662
cell_02676,6.942316,4.674495,0.8709384
cell_02677,10.518478,-3.7171502,-1.1662227
cell_02678,10.830657,-2.283236,0.47362998
cell_02679,0.7951345,6.870306,2.5831153
cell_02680,9.984911,-2.925595,-0.035410456
cell_02681,11.426668,-3.4705431,-0.41062176
cell_02682,-1.786503,5.385431,4.3148847
cell_02683,9.516784,-0.11472591,-0.9731914
cell_02684,0.24778396,5.675061,2.829054
cell_02685,10.827525,-2.5976546,-2.062598
cell_02686,-1.4843638,6.333229,3.1446505
cell_02687,10.59894,-1.0829593,-0.9401536
cell_02688,-1.6156212,6.555687,2.8412745
cell_02689,7.1194863,4.140584,-0.39639875
cell_02690,11.093755,-2.426304,0.5825758
cell_02691,3.5481925,6.26609,1.9310018
cell_02692,11.444871,-1.932624,0.77666783
cell_02693,10.427904,-4.2336025,-0.37986892
cell_02694,10.567441,-2.7928183,-1.403249
cell_02695,-1.348809,5.6584706,2.8159895
cell_02696,11.347041,-1.4313011,-0.19448434
cell_02697,-3.5968196,3.013177,4.50541
cell_02698,3.3457336,6.1706834,2.1388805
cell_02699,10.661628,-4.2024384,-0.7046811
cell_02700,10.18295,-2.0169713,-0.9127169
cell_02701,9.333764,2.0719216,-0.1563561
cell_02702,3.384041,6.28183,2.3057404
cell_02703,10.285033,-2.845762,0.024512345
cell_02704,9.4136,-3.270795,-0.7990532
cell_02705,6.414711,4.9915705,-0.00619599
cell_02706,11.182018,-2.3040078,0.85037285
cell_02707,-1.292163,6.175358,3.297569
cell_02708,-0.81846625,5.204458,4.222318
cell_02709,10.156499,0.33773655,-0.6607042
cell_02710,11.42308,-1.8544849,2.4826484
cell_02711,-0.7147369,6.6015077,3.3007216
cell_02712,-0.16114403,5.4430194,2.8895378
cell_02713,-2.2485187,5.89406,3.7686992
cell_02714,10.373025,-3.8485134,-0.5914615
cell_02715,-0.6146637,5.5000877,2.8689897
cell_02716,8.49876,3.223169,0.49029565
cell_02717,11.317191,-2.981251,1.1475484
cell_02718,-4.550214,3.3487275,4.7771645
cell_02719,8.751069,1.4487915,-0.51848364
cell_02720,8.277842,2.8646104,-0.13285777
cell_02721,10.160212,-2.1567938,-1.5781696
cell_02722,2.8796234,6.736086,1.9936606
cell_02723,4.8228526,6.12826,2.0392253
cell_02724,-1.3543698,4.74572,3.821417
cell_02725,10.66723,-1.9803594,0.985608
cell_02726,10.560085,-1.6794137,1.8444549
cell_02727,-1.9725285,5.563593,3.877456
cell_02728,3.4779267,6.3951874,1.8591231
cell_02729,11.089293,-1.7033441,-1.6310061
cell_02730,-4.0808754,3.2356143,4.941883
cell_02731,0.30391365,6.3491454,2.9471486
cell_02732,9.041143,1.4372305,-1.2351687
cell_02733,0.7776921,6.4603567,2.6068604
cell_02734,-0.17875065,5.176401,3.106204
cell_02735,6.836292,5.079628,0.8837794
cell_02736,-1.5097362,6.013268,3.0815527
cell_02737,8.645172,2.2628489,-1.1501087
cell_02738,11.112174,-1.0622901,1.5822555
cell_02739,8.825594,1.5392549,-0.76924604
cell_02740,-3.2192621,4.6233215,3.8542302
cell_02741,10.918633,-4.0067716,-1.0174112
cell_02742,-2.0395794,5.5584106,4.1674213
cell_02743,10.632114,-1.997145,2.4765384
cell_02744,1.9382852,6.6206846,2.1286504
cell_02745,11.830055,-1.5002795,0.7568804
cell_02746,-2.0957928,5.7006936,3.0178175
cell_02747,-1.1532952,5.9588575,4.2913675
cell_02748,8.588643,3.5451212,-0.5195881
cell_02749,-3.5906131,3.5190947,4.8941708
cell_02750,-1.5906036,6.3561916,3.0052495
cell_02751,10.892799,-1.1977901,0.047553852
cell_02752,11.554276,-1.282147,1.7447312
cell_02753,-3.0297608,4.822204,4.3773336
cell_02754,11.095377,-0.71023786,2.3120131
cell_02755,10.163046,-2.6133974,0.8651586
cell_02756,10.631107,-3.5990484,0.25503388
cell_02757,10.016832,-2.0902212,-0.75148064
cell_02758,10.201147,-0.14299978,0.7856196
cell_02759,8.705061,2.7300975,-0.16361299
cell_02760,10.017669,0.09729654,1.031201
cell_02761,10.770725,-3.4992259,0.20409304
cell_02762,-2.6936796,4.693724,3.74588
cell_02763,0.9591233,6.5212135,2.9348464
cell_02764,-3.1367986,3.9042811,3.8654847
cell_02765,11.363667,-1.8888665,-0.40613648
cell_02766,6.417328,5.641153,0.9908366
cell_02767,10.5343485,-0.24009295,0.09759934
cell_02768,10.69902,-2.3520617,-1.185808
cell_02769,10.112728,-3.0672364,-0.68235606
cell_02770,-1.9874231,5.548756,3.1079865
cell_02771,11.064281,-0.6412349,0.88443696
cell_02772,11.627602,-1.621167,-0.48651123
cell_02773,-3.4382536,3.298038,4.496331
cell_02774,10.199155,-3.0588596,-1.7912481
cell_02775,2.3221922,6.525372,2.5653245
cell_02776,11.298953,-1.4631253,0.037555117
cell_02777,8.367485,3.4104104,-0.3166786
cell_02778,-0.25460547,6.1305947,2.2288942
cell_02779,-2.3711221,4.924114,3.4295
cell_02780,-2.3795795,4.284426,4.083122
cell_02781,-2.7529757,5.300956,3.4646242
cell_02782,9.651831,-2.5846124,-0.86799663
cell_02783,0.7081551,7.177456,2.3523858
cell_02784,-0.51100576,5.3372755,2.520941
cell_02785,10.564172,-1.7015867,-0.7622196
cell_02786,10.522318,-2.2877643,-1.6669632
cell_02787,8.477214,2.7924721,-0.4954022
cell_02788,10.160441,-4.100938,-1.0301658
cell_02789,2.9197364,6.444847,2.6695619
cell_02790,10.97816,-3.2741034,1.1748204
cell_02791,-3.6270876,4.1067934,4.252001
cell_02792,9.999973,-3.1250672,-1.04197
cell_02793,11.758441,-1.5930592,1.2042205
cell_02794,11.683164,-3.0462444,-1.0724081
cell_02795,9.236351,-0.09473656,-1.0961951
cell_02796,10.081301,-0.029486857,1.0340456
cell_02797,1.8500854,6.944194,2.744878
cell_02798,11.072076,-0.18647157,0.99065727
cell_02799,11.767899,-2.049027,0.30029565
cell_02800,11.222133,-2.4142864,-1.5418646
cell_02801,8.553257,3.3123314,-0.08434845
cell_02802,-3.8169866,4.4846683,3.8414743
cell_02803,9.728759,0.74793315,-0.7620233
cell_02804,-1.6526296,4.2112546,4.290675
cell_02805,-0.7223848,6.240271,3.86567
cell_02806,1.9499824,6.161945,2.6257722
cell_02807,9.923481,-1.7098404,-1.4295774
cell_02808,-1.1895489,5.12306,3.6810253
cell_02809,-1.567986,5.737778,2.943567
cell_02810,-3.9260166,3.2872744,4.495359
cell_02811,10.525012,-2.6429174,0.75313926
cell_02812,10.215337,-2.1637785,1.5502068
cell_02813,-3.8213694,3.3131173,3.8322284
cell_02814,-3.8285887,3.4963286,3.9668887
cell_02815,9.3713665,1.7059128,0.18151353
cell_02816,0.32136914,7.0393295,2.8151855
cell_02817,9.662344,0.23024444,-0.03537553
cell_02818,6.417605,5.162764,0.9342705
cell_02819,10.925017,-3.990235,-1.0471565
cell_02820,-0.15501292,7.1415462,3.3416815
cell_02821,11.281004,-1.236265,1.2996665
cell_02822,-3.2484772,3.960962,4.5060244
cell_02823,10.857881,-3.5920417,-0.46053278
cell_02824,10.650303,-3.4858048,-1.22728
cell_02825,9.559103,-2.5213559,-0.72876716
cell_02826,7.030582,5.0435643,0.66646796
cell_02827,-1.0577252,5.451611,3.2531955
cell_02828,11.8018465,-1.1246536,1.4823893
cell_02829,10.507277,-1.0799328,1.7578425
cell_02830,-0.27600947,5.1796355,3.3333
cell_02831,6.826108,5.044439,1.0572332
cell_02832,6.019529,5.427686,0.98170537
cell_02833,11.919164,-1.2787424,1.3780402
cell_02834,9.58471,-3.1921706,-0.87359166
cell_02835,10.284651,-0.22635101,1.5657346
cell_02836,9.643715,-2.3201642,-0.7814263
cell_02837,-0.32670245,6.8704357,2.8445938
cell_02838,2.7530437,6.4702764,2.2974226
cell_02839,-4.0139604,3.6250508,4.551606
cell_02840,10.641622,-3.3256533,-1.1292835
cell_02841,5.085766,5.7898436,1.290715
cell_02842,4.982108,6.3969274,0.9771113
cell_02843,-0.8890712,5.5686984,2.4336941
cell_02844,-1.2490792,5.1770916,2.6716506
cell_02845,9.462984,1.3684933,-0.77848554
cell_02846,-1.0147444,6.044623,2.5972335
cell_02847,-2.9300878,4.1246147,4.010877
cell_02848,10.803391,-1.7524607,-1.2987052
cell_02849,3.1611633,6.482835,2.3847122
cell_02850,2.684648,6.2153754,2.4244118
cell_02851,4.4616685,6.454564,1.0208802
cell_02852,10.165129,-3.3767793,-1.5498577
cell_02853,0.7562082,6.2150626,2.5511098
cell_02854,10.802126,-2.5391045,-1.8029156
cell_02855,10.828694,-4.2473254,-0.49967116
cell_02856,10.149299,-0.6960889,-0.8368656
cell_02857,5.5266027,5.861366,0.75091237
cell_02858,10.0075865,-2.6081874,-0.40952918
cell_02859,6.589329,4.958565,1.0463729
cell_02860,4.300897,6.4753566,1.45165
cell_02861,8.067939,2.888497,-0.9289056
cell_02862,1.0297369,6.3941197,2.8907745
cell_02863,-1.5875164,5.2858353,4.2458253
cell_02864,4.701415,6.0174575,0.8572487
cell_02865,-2.5525854,5.661924,3.3825305
cell_02866,3.498205,6.3054194,1.9762444
cell_02867,8.662696,2.0717952,-1.1032737
cell_02868,11.087864,-3.4110565,-1.4457968
cell_02869,-3.9317842,3.361656,4.771425
cell_02870,10.085155,0.35337153,0.057572857
cell_02871,5.2837825,5.7055073,0.3295433
cell_02872,-3.54173,3.2657483,4.4307694
cell_02873,-0.51241285,6.04117,3.67685
cell_02874,-2.260423,4.844456,3.1802068
cell_02875,-0.9347366,5.256064,3.3076487
cell_02876,-0.25833982,5.5344033,2.3269508
cell_02877,3.2059262,6.7158446,1.5278794
cell_02878,8.258755,2.5484586,-0.23305765
cell_02879,-4.6984005,3.6515439,4.9873514
cell_02880,-1.7575008,5.42034,3.635723
cell_02881,-2.7915986,5.041446,4.15016
cell_02882,8.240399,2.3723896,-0.9844879
cell_02883,1.0791389,6.893136,2.6052496
cell_02884,9.806892,1.366079,-0.63553524
cell_02885,-1.0027287,5.749514,3.190519
cell_02886,-4.562742,3.8315914,4.653909
cell_02887,11.610168,-3.042875,-1.2100865
cell_02888,-2.5266726,4.9744716,3.5652714
cell_02889,-2.3036077,4.781623,3.4599574
cell_02890,-1.531446,4.9290595,4.405475
cell_02891,10.996988,-3.2032454,-0.22890304
cell_02892,9.60441,-0.29388756,-1.1088122
cell_02893,10.362179,-0.42924523,-0.56710815
cell_02894,11.123543,-2.1298754,2.7606697
cell_02895,-2.6678247,4.6029696,4.3373504
cell_02896,10.877004,-3.4477031,-1.3337007
cell_02897,-0.83440596,5.442105,3.2974117
cell_02898,9.554495,-0.0074289907,-0.57384944
cell_02899,4.5179224,6.361005,2.0878596
cell_02900,3.514491,6.7215343,2.0819693
cell_02901,11.863287,-1.5868329,0.0043048905
cell_02902,-0.8464762,4.975532,3.5554364
cell_02903,10.880544,-1.724277,1.8863258
cell_02904,2.8770995,6.9488015,2.3357668
cell_02905,9.950667,0.18741475,-1.4076694
cell_02906,11.865157,-2.363916,-0.6520867
cell_02907,-3.535449,4.0088606,4.941385
cell_02908,11.221564,-1.9922216,2.3268392
cell_02909,8.653069,1.8627526,-0.10635857
cell_02910,11.446345,-0.21122478,1.3413135
cell_02911,-1.2067055,4.5772214,3.6081364
cell_02912,8.885487,2.756242,-0.6056497
cell_02913,10.3303585,-0.4157232,-1.1546487
cell_02914,6.4313974,5.2956,-0.008425217
cell_02915,-1.8598158,5.529003,4.24234
cell_02916,-0.8785257,6.2991467,2.4343846
cell_02917,11.429808,-2.3977683,-1.4696871
cell_02918,-4.1586637,3.7798688,4.9809394
cell_02919,10.501949,-2.7584958,-0.74424297
cell_02920,11.7507925,-1.5739746,1.96135
cell_02921,-4.485762,3.36177,5.195555
cell_02922,-2.0180528,5.903393,3.8625634
cell_02923,10.154719,-2.7627423,-0.87397003
cell_02924,-3.3840263,4.65773,4.525512
cell_02925,10.259618,0.42828265,-0.74281824
cell_02926,10.677257,-0.37181932,1.7860687
cell_02927,8.949094,1.0544177,-0.71117085
cell_02928,3.331597,6.3658185,1.9668268
cell_02929,11.224908,-0.48674145,1.5352688
cell_02930,10.12544,0.48145914,-1.1053897
cell_02931,-1.3878573,5.255866,2.958739
cell_02932,8.56162,1.9388648,-0.31446746
cell_02933,10.252488,-3.686141,0.13482921
cell_02934,10.298624,-1.6031773,1.7883797
cell_02935,6.538208,5.1430516,-0.16392182
cell_02936,1.3121197,6.0157695,2.9022942
cell_02937,-2.9908228,4.8280797,3.3257346
cell_02938,-1.0191873,5.920051,3.5539165
cell_02939,-4.5190907,3.5152388,4.281241
cell_02940,11.743819,-1.3169452,1.6302623
cell_02941,-1.6382397,6.63183,3.6011412
cell_02942,10.055187,-3.9465086,-1.2743977
cell_02943,-1.4144021,4.606323,3.9315624
cell_02944,-0.03888138,5.895253,3.0867498
cell_02945,4.2295203,6.312379,1.0744865
cell_02946,1.0649662,6.636434,2.4510672
cell_02947,11.481194,-0.8200104,1.1530825
cell_02948,10.491639,-2.408386,2.113214
cell_02949,11.477747,-0.8647592,2.0708566
cell_02950,-2.096789,4.9221687,2.7388299
cell_02951,10.499378,-1.9398475,1.6482443
cell_02952,-1.4833211,5.9707837,2.6142178
cell_02953,10.826373,-2.4020953,2.1738563
cell_02954,8.304383,3.735505,-0.4519827
cell_02955,1.6626229,6.2935734,2.537177
cell_02956,-1.1716564,5.5309167,4.586883
cell_02957,-3.9427836,3.0757535,4.2516828
cell_02958,-0.79935074,6.2306595,3.9942844
cell_02959,11.628319,-1.3588176,1.8112639
cell_02960,10.187314,-2.4095495,-1.1755652
cell_02961,11.145476,-3.7110574,0.5420908
cell_02962,-2.144861,4.729624,3.2566688
cell_02963,9.738998,0.57653886,0.85285515
cell_02964,-0.50507104,5.8883605,2.8844311
cell_02965,9.507414,2.052625,-0.48386353
cell_02966,1.101408,6.9006205,2.7203474
cell_02967,-0.18057527,6.1973286,2.3634481
cell_02968,9.959213,-0.21298112,-1.2526025
cell_02969,-1.6550113,5.6536984,3.4706967
cell_02970,6.8524275,4.9422283,0.6660276
cell_02971,10.021512,-0.24533121,-0.9789441
cell_02972,-1.4760678,6.2307887,4.160939
cell_02973,11.12131,-3.4512308,-0.6473493
cell_02974,7.4898653,3.7491376,-0.32616106
cell_02975,11.061271,-0.5891586,1.3292303
cell_02976,9.774068,-1.9858907,-1.3591915
cell_02977,11.181877,-0.4506994,1.7124585
cell_02978,10.4580965,-1.81496,-1.4264704
cell_02979,11.769359,-2.0466862,2.0422237
cell_02980,10.582137,-0.18412681,-0.100271255
cell_02981,-0.967522,6.4779186,3.1115155
cell_02982,-2.380884,4.5875936,3.983477
cell_02983,10.4670105,0.52707124,0.7807591
cell_02984,-2.594999,4.5505695,4.9012284
cell_02985,-0.8500422,6.8852334,2.663166
cell_02986,-3.3076928,3.4328153,4.324644
cell_02987,9.186896,1.6748186,0.10543855
cell_02988,-1.9300665,5.2882676,4.5776277
cell_02989,10.182426,0.9623187,0.3037701
cell_02990,11.047074,-1.2580913,1.8862633
cell_02991,11.372237,-2.3883588,1.3488553
cell_02992,0.7429067,6.1238146,3.5510275
cell_02993,8.847382,1.6264793,-0.79092324
cell_02994,9.276017,1.5021654,-1.0376248
cell_02995,6.430919,4.7935786,0.07206792
cell_02996,10.323607,-1.5451111,0.59793305
cell_02997,-0.7807986,5.1847715,3.9252431
cell_02998,11.636973,-1.1558719,0.09688293
cell_02999,-2.2370064,4.371142,4.104975
cell_03000,11.550643,-1.7527577,0.55667037
cell_03001,9.007299,1.2183143,-0.40320712
cell_03002,0.34562096,5.9702682,2.886824
cell_03003,10.48327,-2.6971097,-0.42828238
cell_03004,-3.1856954,3.9605856,3.8305128
cell_03005,11.420161,-1.0317117,1.4783411
cell_03006,10.687697,0.20423302,1.1891148
cell_03007,-2.722797,4.9755177,3.0759037
cell_03008,-2.986111,5.104479,4.126498
cell_03009,10.694958,-2.4570982,0.26153684
cell_03010,0.53690314,7.1801596,2.8822281
cell_03011,10.525611,-2.529681,1.9524423
cell_03012,11.746893,-1.366793,0.1743333
cell_03013,11.07739,-0.33397132,0.99422085
cell_03014,-0.5370696,6.209176,3.7384799
cell_03015,9.594172,-1.2167727,-1.2302853
cell_03016,11.292638,-2.5194821,2.0417988
cell_03017,-3.3332653,4.8267035,4.1233964
cell_03018,1.6398373,6.485993,3.1738284
cell_03019,-1.419972,6.136547,4.1360435
cell_03020,3.9963784,6.363339,2.1002538
cell_03021,10.676818,-3.2641478,0.0043808827
cell_03022,6.8597856,4.8554935,-0.022805084
cell_03023,10.058901,0.97041655,-0.34122494
cell_03024,0.52513653,7.1894836,2.2154868
cell_03025,-1.7415044,5.178795,4.6443205
cell_03026,-1.0980297,6.6575804,2.772918
cell_03027,10.70718,-3.03355,-0.959433
cell_03028,9.562685,1.2758999,0.5368335
cell_03029,2.7713788,6.3703365,2.547857
cell_03030,11.582555,-2.346631,-1.6198868
cell_03031,-3.5220103,4.416241,4.1519914
cell_03032,0.19732463,5.5667343,3.4339168
cell_03033,-0.30405253,6.1239886,2.8637874
cell_03034,11.182246,-2.9209602,0.74274224
cell_03035,9.86431,-2.6544693,-0.04447448
cell_03036,9.290745,0.25616014,-0.8004809
cell_03037,-4.100651,3.3501139,4.8295712
cell_03038,-0.63778293,5.832969,3.7554605
cell_03039,10.822567,-1.4961475,-0.54824984
cell_03040,2.551997,6.968889,1.8524944
cell_03041,9.612523,-3.9149992,-1.1176825
cell_03042,11.7038555,-1.6364869,0.2589069
cell_03043,6.199044,5.5629973,0.7484358
cell_03044,10.479182,-1.2329353,-1.1723876
cell_03045,11.624394,-3.64133,-1.197175
cell_03046,6.344261,5.0246825,0.38647944
cell_03047,10.953826,-1.3268642,1.1497413
cell_03048,10.777728,-2.1992724,-1.2507578
cell_03049,-0.69674194,6.516467,2.2765772
cell_03050,10.970887,-3.937179,-1.1231604
cell_03051,-2.6007907,5.0758114,4.0519786
cell_03052,11.145811,-1.4228832,0.63413125
cell_03053,10.230888,-2.1841283,-0.5171359
cell_03054,10.450789,-0.46168905,-0.03791501
cell_03055,8.399369,3.563769,0.4106279
cell_03056,10.328362,0.41616866,0.61184746
cell_03057,-1.7366751,4.9894614,4.197861
cell_03058,-0.21790428,5.869776,4.010297
cell_03059,-0.061012525,6.036181,3.8645804
cell_03060,9.449597,0.9011734,-0.42463887
cell_03061,5.0979853,6.234436,0.67497385
cell_03062,-0.6978149,5.1526103,2.5086355
cell_03063,10.844415,-2.2494597,-0.8924893
cell_03064,2.093018,6.754789,1.7291194
cell_03065,6.072307,5.748938,1.4044023
cell_03066,3.9531038,6.2936435,0.9210543
cell_03067,-1.752247,5.5622773,3.2337444
cell_03068,9.569061,-2.9713824,-0.65544206
cell_03069,6.113238,5.6691437,0.8888945
cell_03070,-4.473889,3.9316251,4.3151193
cell_03071,10.166046,-4.340498,-0.86007863
cell_03072,10.630794,-2.9657342,-0.47369134
cell_03073,11.104404,-1.6326617,-0.40131566
cell_03074,11.991202,-1.0669869,1.8384691
cell_03075,11.810976,-1.8849002,0.29985005
cell_03076,1.7974691,6.1540956,2.567875
cell_03077,9.817936,0.1459907,0.5229112
cell_03078,9.111399,-0.18258095,-0.75624144
cell_03079,0.013072923,6.283986,3.6647277
cell_03080,-0.8064993,6.7588725,3.8548882
cell_03081,-1.8456478,5.337488,2.6179583
cell_03082,11.059289,-0.5593576,1.3185189
cell_03083,11.423221,-2.503947,-0.9270373
cell_03084,11.314716,-1.1961682,0.10166229
cell_03085,0.37400705,6.5843906,2.0888078
cell_03086,-1.5273154,6.194126,3.5733445
cell_03087,6.476628,5.1377535,0.4395536
cell_03088,9.7020035,1.2531716,0.5091507
cell_03089,10.767272,-3.6589904,-0.44400477
cell_03090,10.936276,-2.0287206,0.65525794
cell_03091,11.889987,-2.234654,0.7961959
cell_03092,10.535548,-2.0980384,1.7976955
cell_03093,11.402838,-2.7494876,1.7386255
cell_03094,6.9387407,5.116051,0.5655259
cell_03095,-2.9814713,4.140112,4.6980968
cell_03096,-3.191479,5.149523,4.166818
cell_03097,3.574053,6.8325925,2.1125538
cell_03098,-0.7660153,6.314212,2.839488
cell_03099,-1.152304,5.3854923,3.6729827
cell_03100,10.762181,-3.1630447,-1.5837195
cell_03101,-1.3116152,6.483808,2.5258737
cell_03102,10.728106,-1.7944806,0.49864894
cell_03103,10.273801,-2.6829286,-1.8041158
cell_03104,10.553721,-1.2782803,2.0362577
cell_03105,10.229417,0.108405985,-0.6166533
cell_03106,1.2843057,6.2516665,2.4352212
cell_03107,10.748995,0.10056456,1.5489973
cell_03108,-1.6390783,6.2381964,3.3633666
cell_03109,11.4606285,-2.9567966,-1.7908915
cell_03110,1.0352185,6.411864,3.0910065
cell_03111,-1.2439325,5.5587506,2.287877
cell_03112,10.974871,-0.16364507,0.47853678
cell_03113,10.671385,-1.2096332,-0.9547801
cell_03114,5.271132,5.855144,0.28245682
cell_03115,10.527548,-1.3872266,-0.6238717
cell_03116,-1.7215483,5.209768,3.8568275
cell_03117,10.380901,-0.5391225,0.25465095
cell_03118,-0.039412778,6.2920885,2.660805
cell_03119,-1.156109,6.0528197,3.0895848
cell_03120,-1.2339889,5.249251,4.323684
cell_03121,1.4391809,6.317155,2.7311327
cell_03122,1.136136,7.0801587,2.7356906
cell_03123,5.381959,5.5818415,0.59211785
cell_03124,-0.95252347,5.137045,4.3565383
cell_03125,-0.8733128,6.7514067,3.2815986
cell_03126,9.511373,1.6637586,0.2524447
cell_03127,-2.0546753,5.7097564,3.605405
cell_03128,11.456648,-1.6960633,-1.3307545
cell_03129,11.577992,-2.2494078,0.9607188
cell_03130,4.8182716,6.4901505,1.5711492
cell_03131,11.741898,-1.8291171,0.31825605
cell_03132,-2.3564851,4.5845017,4.204216
cell_03133,-4.2927876,4.129752,4.707358
cell_03134,11.160941,-1.7864404,0.43014443
cell_03135,10.927537,-2.8307931,-1.2611995
cell_03136,11.776394,-0.75797445,1.7348834
cell_03137,-3.2223642,3.3187895,4.2279882
cell_03138,10.408904,-1.5341163,1.8475834
cell_03139,3.108982,6.634238,2.5007174
cell_03140,0.9597361,6.814714,2.9097488
cell_03141,-1.7791339,5.2589564,4.0530295
cell_03142,11.398914,-3.0047383,-0.37910962
cell_03143,-3.8032482,4.421262,4.4228706
cell_03144,11.435707,-2.6400476,-1.1179695
cell_03145,9.9241495,0.063234635,-1.1901848
cell_03146,10.527904,-2.2106647,-1.5505203
cell_03147,11.453953,-0.4513309,2.114079
