,UMAP_1,UMAP_2,UMAP_3
cell_03148,10.572815,-3.438535,0.019684391
cell_03149,-1.5705594,5.5053334,3.2010484
cell_03150,-4.3055043,4.1357584,4.2475104
cell_03151,9.849171,-0.6582718,1.2619443
cell_03152,0.8987256,6.404288,2.0800953
cell_03153,-1.7999098,6.019927,3.322112
cell_03154,-0.93119615,5.069409,3.352309
cell_03155,1.0369974,6.273924,2.2392094
cell_03156,-3.3206346,4.2613144,4.7599573
cell_03157,-4.353964,3.9076936,5.124725
cell_03158,11.4242325,-1.5871857,2.2979002
cell_03159,0.4537777,6.5481315,3.193667
cell_03160,11.351434,-3.3031175,-0.3469778
cell_03161,10.167947,-3.5055118,-0.8622281
cell_03162,-1.5529642,4.7086034,3.8239596
cell_03163,10.29988,-1.9100904,-0.30580506
cell_03164,10.109707,0.611389,-0.9207885
cell_03165,10.576513,0.13934293,0.8664988
cell_03166,-2.9937797,4.5249376,4.294766
cell_03167,-1.1610174,4.778858,2.9952579
cell_03168,-3.3576386,5.065061,3.8793828
cell_03169,9.533293,1.5137936,0.106955074
cell_03170,11.325841,-3.6690679,-0.9471527
cell_03171,9.573409,-1.3386605,-1.1890341
cell_03172,10.515739,-3.5663574,0.45162243
cell_03173,10.508398,-4.32337,-0.20136015
cell_03174,10.576403,-0.20990281,0.62964153
cell_03175,-3.7045908,4.1958175,4.3443003
cell_03176,10.377436,-3.8157787,0.41549113
cell_03177,2.2709742,6.9106793,2.468109
cell_03178,-4.2365093,3.3169756,4.1856327
cell_03179,7.843217,3.4076223,-0.7772589
cell_03180,11.217722,-3.6196945,-1.6056745
cell_03181,-0.44184995,5.6022463,3.3599765
cell_03182,7.9926925,3.9430726,-0.13892895
cell_03183,-1.0007608,5.58094,4.2842603
cell_03184,-3.9247184,3.9524922,4.586747
cell_03185,-2.8309932,4.0869293,3.44843
cell_03186,10.560993,-2.1385994,0.25823516
cell_03187,10.6685705,-4.057348,-1.0338588
cell_03188,-0.7482821,5.1338296,4.182775
cell_03189,0.016099652,6.6579447,3.5213344
cell_03190,-1.2917191,5.5458035,3.584579
cell_03191,-4.3601313,3.9383395,4.7283044
cell_03192,8.557169,2.4438229,-0.62713397
cell_03193,10.51805,-1.8423845,-1.2153846
cell_03194,10.404333,-0.8911432,-1.3062059
cell_03195,3.288138,6.68842,1.3843161
cell_03196,9.890807,1.1442072,-1.2333238
cell_03197,-2.8498363,4.2838583,4.3902674
cell_03198,-1.7068595,5.6227245,3.8048842
cell_03199,10.522906,-3.3877118,-0.10931375
cell_03200,10.07632,-2.9222941,0.15503794
cell_03201,10.744026,-3.1876893,-0.08425365
cell_03202,11.411171,-1.8228441,2.7236433
cell_03203,10.296049,0.51644504,0.9814934
cell_03204,10.171238,-3.814879,-0.015515721
cell_03205,4.8895736,6.272439,1.4274913
cell_03206,-4.354114,3.0593698,4.801316
cell_03207,-3.101131,3.6577098,3.8915653
cell_03208,-2.624474,4.805131,4.308606
cell_03209,-2.105771,4.072563,4.574978
cell_03210,1.602581,6.651286,2.5570357
cell_03211,10.692595,-1.302686,-0.8767413
cell_03212,11.373606,-1.7729931,-1.5690429
cell_03213,9.721821,0.74681854,-0.028608106
cell_03214,-1.8337504,5.1704473,4.2891493
cell_03215,11.039651,-1.23835,0.6639684
cell_03216,2.1590772,6.782204,2.556726
cell_03217,-4.5379987,3.5934007,4.271991
cell_03218,-0.118725546,5.9080358,3.447197
cell_03219,0.425703,6.8324585,2.5961332
cell_03220,-0.51920646,6.022776,2.087463
cell_03221,10.191763,-3.2460387,-1.3153317
cell_03222,11.170646,-0.82234365,2.1393516
cell_03223,10.08466,-1.6324931,-0.8363462
cell_03224,-2.1696277,5.234866,3.0475104
cell_03225,10.976096,-0.9484751,1.1355871
cell_03226,11.22398,-0.68125737,0.47253805
cell_03227,-1.0896938,6.0127697,2.6510882
cell_03228,9.731282,-2.0339456,-0.46310216
cell_03229,8.012998,3.9568243,0.5870228
cell_03230,6.506132,5.7215486,1.0543017
cell_03231,-3.2658207,4.5487103,3.5867898
cell_03232,7.8334446,3.254148,0.24676014
cell_03233,-2.2173038,4.8205233,4.3600364
cell_03234,-1.053695,6.0346956,4.28179
cell_03235,-2.4543767,5.369118,3.140567
cell_03236,11.430202,-2.5319953,1.647039
cell_03237,-0.018943107,5.8786826,3.1583273
cell_03238,1.5569308,6.6581087,1.878005
cell_03239,0.32198262,6.793264,2.0711617
cell_03240,11.177268,-2.6838791,-0.7814053
cell_03241,8.766901,2.103072,-0.4052034
cell_03242,11.280689,-2.9575992,0.4358194
cell_03243,0.26553452,6.164708,3.3253117
cell_03244,-2.466293,5.075823,4.4163766
cell_03245,8.70467,1.9708824,-0.44817638
cell_03246,1.0040867,6.8677554,2.4647217
cell_03247,10.14207,-3.4640415,0.51018125
cell_03248,11.586598,-2.5920436,-0.19357884
cell_03249,7.3242855,4.381875,-0.15134326
cell_03250,10.941883,-1.7645538,3.0071187
cell_03251,8.341689,2.066929,-0.87884355
cell_03252,-0.3532752,6.797272,2.9537241
cell_03253,7.3357663,4.000236,-0.09629075
cell_03254,-3.8875332,4.3304324,4.3681912
cell_03255,10.322266,-3.788794,-0.8237469
cell_03256,-2.7042902,5.0872936,4.288308
cell_03257,1.0055856,6.2064233,2.1738617
cell_03258,9.94938,1.2520255,-0.59017956
cell_03259,-4.473575,3.1469452,4.4311194
cell_03260,-3.0692294,4.446816,4.808706
cell_03261,9.569424,-2.2086856,-1.2712269
cell_03262,-3.3116856,4.25989,4.719242
cell_03263,7.597882,4.7039785,0.086287536
cell_03264,1.583667,6.7184777,1.8668429
cell_03265,-0.7941554,6.45386,3.683306
cell_03266,-1.9769526,5.3824625,3.1901374
cell_03267,10.432591,-2.9071681,-0.97677404
cell_03268,11.632781,-1.3560861,-0.1820064
cell_03269,-1.7159846,4.7646875,4.333058
cell_03270,10.365544,-3.961735,-0.19867577
cell_03271,9.570132,0.5676027,-1.1993612
cell_03272,9.832274,-1.0969722,-0.9628602
cell_03273,10.249726,-1.091418,1.7627879
cell_03274,11.191841,-1.0376506,0.35991958
cell_03275,11.738462,-2.8108191,-1.4987023
cell_03276,7.6225386,4.5552015,-0.10794809
cell_03277,8.115863,2.7353094,0.11831871
cell_03278,1.1827762,6.119583,2.5014083
cell_03279,-2.3143098,4.2646112,4.446749
cell_03280,11.215459,-0.9098001,0.16412458
cell_03281,-4.4613976,4.242895,4.285676
cell_03282,-0.27093756,6.168168,2.6411111
cell_03283,-2.8377419,4.8878508,3.5076933
cell_03284,-1.2904613,5.3948164,3.1606572
cell_03285,10.620977,0.46953082,0.90619326
cell_03286,10.058232,-1.0691389,0.47428215
cell_03287,4.5077953,6.0205374,1.4458584
cell_03288,-2.1126435,4.9906206,4.678589
cell_03289,4.838041,5.92484,1.2166592
cell_03290,2.083879,6.543091,2.3400872
cell_03291,10.652482,-0.6288744,0.33346647
cell_03292,8.927629,1.6235484,-1.113858
cell_03293,8.25482,3.7512455,0.46248707
cell_03294,6.9793153,4.843118,-0.12327399
cell_03295,11.370802,-2.6570702,-1.7541718
cell_03296,11.29372,-1.7823843,1.6219467
cell_03297,7.1023655,4.1678634,-0.058299515
cell_03298,7.6967444,4.5820923,-0.094958596
cell_03299,-4.166328,4.157193,4.8016195
cell_03300,11.026204,-1.7940655,2.849657
cell_03301,0.8054549,6.1756425,3.027127
cell_03302,-0.4707712,5.386544,2.730099
cell_03303,11.250019,-3.774563,-0.97930413
cell_03304,11.022752,-1.812835,-0.2081249
cell_03305,-3.989281,4.0297813,5.097594
cell_03306,-3.5717976,4.1641893,4.6676373
cell_03307,-4.2090125,3.8502247,4.0410824
cell_03308,9.676311,0.58753717,-0.30536273
cell_03309,-3.4082692,4.5716186,4.871992
cell_03310,10.114389,-3.9484546,-1.13375
cell_03311,10.287695,-2.2229202,0.49376374
cell_03312,9.56219,1.8293685,0.3234694
cell_03313,9.647756,-1.077107,-1.3527441
cell_03314,0.086374715,5.9457045,3.1933568
cell_03315,-3.9274943,3.8460042,4.82169
cell_03316,11.39801,-1.7862319,-1.697286
cell_03317,-2.991914,5.0901303,3.9117527
cell_03318,-2.73278,3.8523357,4.223039
cell_03319,1.0206848,6.281116,2.8934486
cell_03320,-3.935659,3.0960681,4.5630345
cell_03321,5.0144644,6.1646175,1.1132126
cell_03322,10.863334,0.15171574,1.4478803
cell_03323,11.297868,-2.133165,-1.705334
cell_03324,9.555215,0.29720333,-1.0464549
cell_03325,11.664149,-2.0826712,2.194597
cell_03326,4.7141213,6.338562,1.5038897
cell_03327,10.718772,-3.884137,-0.3670686
cell_03328,8.279515,3.5057003,0.3422969
cell_03329,-0.9368844,6.6448984,2.8944948
cell_03330,11.057408,-2.907362,1.1796098
cell_03331,-1.0369537,5.9112864,3.2872355
cell_03332,-3.55914,3.2862906,4.4902244
cell_03333,-1.7822138,6.341027,2.806036
cell_03334,2.3749166,6.976752,1.9142582
cell_03335,2.2658062,6.699668,2.6138947
cell_03336,7.813613,3.1819293,-0.0037944391
cell_03337,10.222655,-3.979803,-0.38369098
cell_03338,-0.071847536,6.0723205,3.6969647
cell_03339,7.8210173,3.633141,-0.6047492
cell_03340,1.4516771,6.888335,2.0436115
cell_03341,11.626151,-1.5055425,2.5868137
cell_03342,-1.9400247,5.8727517,3.9018905
cell_03343,-3.03535,5.0712237,3.5865593
cell_03344,8.933979,3.0288832,0.108333945
cell_03345,10.526054,-1.0946294,0.5785568
cell_03346,11.237533,-1.4830943,2.6442096
cell_03347,9.758611,0.8222194,0.5759654
cell_03348,11.747966,-1.4759711,0.25756136
cell_03349,3.1749716,6.9172797,1.6761556
cell_03350,-4.1347256,3.886439,4.078937
cell_03351,-2.1360424,4.457262,4.0504804
cell_03352,-3.9809659,3.6329124,4.1671324
cell_03353,0.4098407,7.206665,2.3649738
cell_03354,7.095897,4.242814,-0.13472933
cell_03355,2.0134935,6.2411394,2.3927221
cell_03356,9.573717,1.3481599,0.46833828
cell_03357,6.95337,4.6935453,-0.40060398
cell_03358,9.934884,-0.9829265,-1.1574807
cell_03359,11.453255,-0.7998607,0.13426708
cell_03360,0.43357617,6.2203074,2.850733
cell_03361,1.4663758,6.65233,2.99388
cell_03362,10.353354,0.75135463,-0.51863825
cell_03363,10.657686,-0.8047998,0.04617292
cell_03364,1.2775887,6.849887,2.1403136
cell_03365,1.3197631,6.4713826,2.0577753
cell_03366,10.815088,-1.7729528,-1.4067521
cell_03367,10.158722,0.29657283,0.7469375
cell_03368,-1.7764543,5.5565114,2.715591
cell_03369,5.393885,6.060009,0.9362492
cell_03370,11.404747,-1.9465061,1.4997393
cell_03371,-3.5686915,3.4996176,4.1089973
cell_03372,9.807545,-3.9081736,-0.19701248
cell_03373,-1.1223413,5.192577,4.114344
cell_03374,8.669562,2.2232025,0.09981655
cell_03375,5.439648,6.1236424,1.5938212
cell_03376,-4.153408,3.6720355,4.802211
cell_03377,12.044854,-2.3162568,0.5080151
cell_03378,6.770938,5.3735814,1.1191536
cell_03379,10.670167,-1.5526329,2.4163451
cell_03380,-0.12028358,5.9670157,3.007174
cell_03381,10.774966,-2.8402374,0.96220374
cell_03382,11.303685,-3.6648498,-0.14729516
cell_03383,9.241987,0.2704607,-1.0146099
cell_03384,-0.7981532,5.9167633,4.075749
cell_03385,9.816756,-1.4855821,-1.5522258
cell_03386,8.506,2.747382,-0.21248928
cell_03387,10.746665,-1.4873518,2.7613785
cell_03388,6.5118647,5.742171,0.9337389
cell_03389,-0.4886907,6.6208606,3.3737323
cell_03390,-0.55544513,4.965629,3.8545818
cell_03391,9.472301,-2.6151052,-1.0490689
cell_03392,10.4193735,-4.407203,-0.7804018
cell_03393,-3.494079,3.6363914,4.682046
cell_03394,11.648079,-0.44471025,1.414974
cell_03395,10.940916,-2.3799572,-1.6837771
cell_03396,-3.5322442,4.531842,4.532552
cell_03397,-1.9766154,4.223186,4.1442018
cell_03398,10.194903,-1.7365607,-1.3600154
cell_03399,10.307498,-0.51513165,-1.2714459
cell_03400,-3.5654898,4.4695477,4.0027018
cell_03401,11.323747,-3.4717226,-0.14997767
cell_03402,9.453412,2.075224,0.021361418
cell_03403,9.905193,-2.854898,-0.5712098
cell_03404,11.041061,-1.5830439,2.285365
cell_03405,11.537316,-1.2987685,0.12800598
cell_03406,7.6011987,3.3238964,-0.39989242
cell_03407,-0.59806234,6.2706275,3.3983948
cell_03408,7.508086,4.2147384,-0.5984166
cell_03409,-2.5407171,4.4438767,3.3267303
cell_03410,10.526506,-1.32063,0.12421611
cell_03411,-1.8387446,5.4943123,3.6185858
cell_03412,7.728793,3.7290866,-0.17308573
cell_03413,-3.411927,3.5947812,4.85309
cell_03414,0.31571612,6.117486,2.688079
cell_03415,-0.8119704,6.3967867,3.1867206
cell_03416,9.626787,0.9201953,0.5436501
cell_03417,9.91521,-3.3097885,-0.4839855
cell_03418,-3.5027986,4.0188227,3.6248226
cell_03419,11.73471,-0.93418837,1.7805123
cell_03420,10.845424,-1.8674551,2.661756
cell_03421,1.7674165,6.468217,2.9585717
cell_03422,10.770906,0.07942435,1.3304727
cell_03423,3.7135327,6.204071,1.7185993
cell_03424,-1.6633928,5.7759132,4.130522
cell_03425,8.234512,3.288564,-0.7291288
cell_03426,-2.870899,3.8295693,4.258352
cell_03427,10.715606,-3.8978956,-1.1901603
cell_03428,10.877853,-2.3275287,1.4211992
cell_03429,11.461788,-1.5004474,2.5851665
cell_03430,8.649914,1.3561567,-1.079083
cell_03431,8.927252,1.7842615,-1.0762008
cell_03432,10.475631,-4.4587793,-0.94481915
cell_03433,-1.322483,5.9086375,3.3894463
cell_03434,-2.8812125,3.995403,3.8450313
cell_03435,9.643106,1.1167046,-1.1298
cell_03436,0.6870768,6.5188885,2.6061883
cell_03437,0.6454213,6.7496734,3.2527401
cell_03438,-4.0329533,3.3499906,4.788485
cell_03439,10.183037,0.16581172,1.0884589
cell_03440,-0.71743476,6.5079017,3.7045882
cell_03441,-2.136824,5.5131044,2.9337766
cell_03442,-3.7039368,3.4337947,5.0209394
cell_03443,2.908231,6.949696,2.602864
cell_03444,10.845109,-2.407653,-0.16818817
cell_03445,1.4640893,6.083472,2.649656
cell_03446,10.763386,-0.8159862,1.9097558
cell_03447,11.333512,-0.7764613,1.8542548
cell_03448,0.78496516,6.864297,2.8264663
cell_03449,11.505627,-2.3271236,1.1680201
cell_03450,11.296452,-3.4122696,-1.4964664
cell_03451,8.780694,2.2500336,-0.09747862
cell_03452,-4.646808,3.7328317,4.538974
cell_03453,-4.5615196,4.1405435,4.6635127
cell_03454,11.576837,-1.4695852,1.6245434
cell_03455,11.088346,-1.8950225,-1.7542998
cell_03456,10.472695,-3.8391716,0.056127373
cell_03457,11.606675,-3.2803276,-1.1571982
cell_03458,-4.355489,3.9062696,4.627847
cell_03459,10.344016,-3.5485759,-0.4925307
cell_03460,5.4354405,5.6337094,0.30619138
cell_03461,11.38331,-3.519536,-1.1006929
cell_03462,-4.2533383,3.750296,5.1286635
cell_03463,0.10639602,5.9748077,2.513874
cell_03464,11.766017,-0.6395541,1.984394
cell_03465,9.64785,-3.243765,-1.1871852
cell_03466,10.442369,-0.7670669,-1.3250133
cell_03467,0.07456564,6.0612345,3.1601598
cell_03468,0.61064655,6.1173744,2.6853757
cell_03469,11.433411,-3.2233398,-0.6248644
cell_03470,5.871582,5.5459857,0.5991157
cell_03471,6.215417,5.5257373,1.2284881
cell_03472,9.597858,1.8880079,-0.7277257
cell_03473,3.8627706,6.918068,1.7212008
cell_03474,9.546597,1.0322436,-0.5467401
cell_03475,5.2824955,6.065088,1.142829
cell_03476,11.546672,-1.6743529,2.5852766
cell_03477,11.313515,-2.8551939,0.093593314
cell_03478,10.543862,-3.6292984,-0.7964098
cell_03479,9.000349,1.1806026,0.050230686
cell_03480,5.2564845,5.751461,0.66809756
cell_03481,10.28762,-3.2525532,-0.3440245
cell_03482,11.446891,-2.9897494,1.0324033
cell_03483,9.085533,0.9235855,-0.51900506
cell_03484,11.010365,-0.009153259,1.4853398
cell_03485,10.100632,-2.3043013,0.6536237
cell_03486,10.7914715,-0.36201453,-0.83046955
cell_03487,11.375359,-0.6381156,1.0954587
cell_03488,-1.5206963,6.599146,3.3090982
cell_03489,8.738486,3.2625668,-0.19586232
cell_03490,9.141467,1.3615843,-0.5149997
cell_03491,-4.566513,3.0427465,4.6961946
cell_03492,10.668685,-2.9698787,1.4887185
cell_03493,10.439039,-0.04644626,0.9317319
cell_03494,-1.2039844,5.2099233,4.355418
cell_03495,10.639455,-2.8065572,0.50470835
cell_03496,10.364578,-1.9511377,1.002877
cell_03497,11.403074,-2.1884239,-1.035232
cell_03498,3.978875,6.2801323,1.6218345
cell_03499,11.203042,-2.3166845,1.383858
cell_03500,4.5909,6.567224,1.7140166
cell_03501,10.3639965,0.41619316,-0.05364255
cell_03502,-3.781817,2.8281808,4.6049747
cell_03503,10.911695,-0.19643329,1.0753564
cell_03504,11.426062,-1.3175193,2.3323705
cell_03505,9.463513,0.8028373,-0.2819275
cell_03506,7.298589,4.563978,-0.39228886
cell_03507,11.42459,-2.0282981,0.5385397
cell_03508,11.56305,-2.2815895,0.9436082
cell_03509,0.7805978,5.871191,3.21639
cell_03510,10.590497,-4.4776707,-0.62188494
cell_03511,11.011528,-0.6312525,0.47844446
cell_03512,11.288539,-3.4742575,-1.5568568
cell_03513,11.111676,-2.4996898,-0.39076293
cell_03514,11.1852455,-1.1113417,1.5102322
cell_03515,11.420854,-0.8966893,2.4826148
cell_03516,9.513945,0.56477046,-0.4638537
cell_03517,-1.8469864,5.556443,3.8357267
cell_03518,9.036713,1.4735492,0.09861747
cell_03519,11.403364,-0.1583387,1.5699899
cell_03520,8.113192,2.9986682,-0.8080127
cell_03521,10.525155,-4.2453895,-0.41538274
cell_03522,-2.421433,4.0368304,4.215714
cell_03523,2.7921999,6.29241,2.676471
cell_03524,7.8656235,4.136726,-0.29169136
cell_03525,4.6549444,6.547197,1.3495305
cell_03526,-2.7070117,4.310529,3.9570675
cell_03527,-1.4267436,5.893871,4.6320195
cell_03528,10.98644,-0.95439285,1.9402245
cell_03529,6.9990892,4.4852805,0.8473821
cell_03530,-3.587569,4.1573753,4.801525
cell_03531,-4.5573893,3.5105128,4.311525
cell_03532,7.358917,4.5922585,0.80985504
cell_03533,-1.0749478,4.8596964,3.770042
cell_03534,10.667946,-1.1294458,2.2484102
cell_03535,9.889768,-3.2295263,-0.7703797
cell_03536,-0.35988918,5.629744,2.987338
cell_03537,9.435991,1.5409843,-0.9873115
cell_03538,-1.3094597,4.36345,3.8941228
cell_03539,1.151624,6.1321454,3.2705824
cell_03540,9.944036,-3.5716727,-1.319545
cell_03541,8.973198,2.3322654,0.35221717
cell_03542,11.616113,-1.5712106,1.9429257
cell_03543,-1.225127,6.2043047,3.1796327
cell_03544,0.8962207,6.7610188,1.8777263
cell_03545,6.182367,5.2751503,0.40455434
cell_03546,7.2930355,4.0075765,-0.36957675
cell_03547,11.514901,-2.9704704,-1.0137224
cell_03548,-3.098269,5.137929,4.3352213
cell_03549,10.443174,-2.2496147,-1.8298576
cell_03550,10.525151,-3.4869413,-1.2184892
cell_03551,8.733256,1.8537008,-0.89374745
cell_03552,1.7286329,6.9748564,3.0141463
cell_03553,9.150364,2.5637543,-0.091555595
cell_03554,-0.041771557,6.94728,3.209575
cell_03555,10.233497,-3.5184498,-0.49949506
cell_03556,8.11712,3.5164416,0.48645774
cell_03557,10.795335,-2.8641076,1.4012545
cell_03558,10.694261,0.06579431,1.2997527
cell_03559,9.219651,2.6786926,-0.4026685
cell_03560,10.492801,-0.79224634,1.7449728
cell_03561,7.671858,3.927334,-0.41666302
cell_03562,11.245444,-3.4125702,1.087931
cell_03563,-2.108599,5.4868326,3.5638273
cell_03564,11.344604,-1.7602091,2.7951758
cell_03565,10.626912,-1.5008961,0.25965935
cell_03566,11.613881,-2.2159135,0.3927407
cell_03567,6.371266,4.8471723,0.17617528
cell_03568,11.772616,-2.3022518,0.9299155
cell_03569,0.17206629,6.6613116,2.3874674
cell_03570,10.764276,-2.4361744,-0.4928435
cell_03571,-2.1419127,5.6136208,3.5182936
cell_03572,0.46833152,6.3066125,3.143796
cell_03573,5.841669,5.723618,0.48573261
cell_03574,1.2142507,6.495887,2.7797596
cell_03575,2.8103452,6.5769644,1.8262852
cell_03576,10.697774,-3.7248757,-1.1502022
cell_03577,-0.049852397,6.7190356,2.4518743
cell_03578,11.188239,-2.0236523,-1.5745802
cell_03579,-2.7505348,4.2574444,4.4147334
cell_03580,10.091883,-2.7556615,-0.63304406
cell_03581,11.258032,-2.2697809,-1.3626193
cell_03582,4.1498413,6.2177725,1.6562217
cell_03583,10.341919,-3.09687,1.4437996
cell_03584,10.519508,-3.4723017,0.9619754
cell_03585,9.663245,-2.9435265,-0.60031325
cell_03586,3.2988017,6.995871,1.9530836
cell_03587,8.08793,3.966307,0.22383173
cell_03588,10.613105,-2.9785168,-1.195695
cell_03589,0.32650536,6.6666484,2.759768
cell_03590,10.309506,-3.6820188,-0.6640252
cell_03591,0.554478,6.5623035,1.8515308
cell_03592,9.801807,-3.9732409,-0.86698246
cell_03593,-3.1620848,4.1806936,4.2214637
cell_03594,-3.8873034,3.263982,4.4907627
cell_03595,10.533187,-4.2446756,-0.17215732
cell_03596,11.881142,-1.3685896,2.29428
cell_03597,11.773169,-0.599597,1.5090997
cell_03598,10.492191,-4.271792,-1.2535042
cell_03599,5.7437167,6.1690273,1.3847919
cell_03600,0.08286752,5.9061637,2.6244438
cell_03601,-2.1098938,5.392244,4.06574
cell_03602,7.7736487,3.778995,-0.47651276
cell_03603,-0.98589313,5.6102896,4.062597
cell_03604,11.167408,-3.6070943,-1.4095792
cell_03605,-4.4623733,3.007017,4.8056836
cell_03606,-1.6986619,5.077492,3.2355826
cell_03607,-1.8111848,5.879398,2.6738462
cell_03608,-1.1881397,5.5494056,3.310665
cell_03609,-1.2185462,5.6169343,2.987757
cell_03610,10.14862,-1.9992353,-1.7012545
cell_03611,1.0476778,6.541248,2.5493593
cell_03612,9.189624,-0.3483633,-1.0160503
cell_03613,11.658383,-2.1524038,1.4375036
cell_03614,9.643568,1.2296408,-1.1850892
cell_03615,11.194518,-1.281285,1.5397072
cell_03616,2.1924086,6.9243546,2.7461486
cell_03617,-1.798373,5.201825,3.1005328
cell_03618,1.1253734,6.308217,2.2235713
cell_03619,11.32254,-1.9778394,1.8082632
cell_03620,10.3698015,-1.2364417,-0.24062896
cell_03621,-0.25405195,5.794544,2.8933854
cell_03622,6.5487957,5.2398486,1.0253366
cell_03623,10.360745,-2.7556012,-0.03525182
cell_03624,10.567809,-0.23839466,0.7294909
cell_03625,8.90102,2.0275507,-1.0549179
cell_03626,10.511372,-3.0319395,-0.124062695
cell_03627,10.907634,-0.5477436,0.31255952
cell_03628,10.84887,-1.1143448,-0.6584223
cell_03629,-1.1039524,5.6628213,3.4614477
cell_03630,-3.1287227,4.7202296,4.1921186
cell_03631,10.858817,-3.6154041,-0.9423314
cell_03632,10.629927,-0.11299981,0.3956804
cell_03633,4.9609184,6.236005,1.6683847
cell_03634,9.264769,1.212843,-0.25859448
cell_03635,-3.938344,4.5255647,4.184381
cell_03636,10.80218,-2.0892785,-1.8797163
cell_03637,-0.3422641,5.831011,3.8339357
cell_03638,11.560026,-1.933193,-1.3598816
cell_03639,8.917327,2.454109,-0.56022215
cell_03640,-0.32535514,6.939964,2.7502434
cell_03641,-3.860114,3.2790895,5.117299
cell_03642,10.351497,-2.9959414,-1.4667478
cell_03643,-1.639636,6.11933,3.9652083
cell_03644,-3.5026672,3.9727192,4.961955
cell_03645,10.881211,-0.40900743,1.8438181
cell_03646,1.8533554,6.496316,2.0012186
